Keuwl Accelerometer Data File
2022-11-29 11-33-28

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
33.1652603,5.084748,-5.168497,1.536192,7.411337,78.037231,314.532013
33.1664352,5.075177,-5.142176,1.521835,7.383453,78.105263,314.624298
33.1676102,5.070391,-5.132605,1.505085,7.370059,78.216377,314.650635
33.1687813,5.067998,-5.130212,1.471586,7.359976,78.466293,314.650482
33.1699562,5.060820,-5.118248,1.423729,7.337258,78.811287,314.676758
33.1711311,5.063213,-5.113462,1.375873,7.326435,79.175827,314.717102
33.1723061,5.058427,-5.113462,1.337588,7.316031,79.465378,314.690002
33.1734772,5.039285,-5.115855,1.299303,7.297571,79.744041,314.567993
33.1746521,5.024928,-5.111069,1.253839,7.276334,80.077415,314.513092
33.1758270,5.022535,-5.106284,1.203590,7.262824,80.460983,314.526276
33.1770020,5.029713,-5.106284,1.158126,7.260399,80.821388,314.567169
33.1781731,5.029713,-5.111069,1.112663,7.256656,81.180046,314.540344
33.1793480,5.036891,-5.108676,1.069592,7.253473,81.520287,314.594604
33.1805229,5.051249,-5.099105,1.033699,7.251518,81.804604,314.729858
33.1816978,5.051249,-5.084748,0.988236,7.235080,82.149460,314.810638
33.1828690,5.034499,-5.082355,0.937986,7.215007,82.530121,314.728973
33.1840439,5.022535,-5.075177,0.906880,7.197618,82.761650,314.701294
33.1852188,5.022535,-5.063213,0.882952,7.186208,82.942375,314.768921
33.1863937,5.029713,-5.058427,0.856631,7.184672,83.152321,314.836914
33.1875648,5.012963,-5.053641,0.827917,7.166208,83.365768,314.768463
33.1887398,4.996214,-5.041677,0.801596,7.143054,83.556679,314.740509
33.1899147,4.979464,-5.027320,0.777667,7.118552,83.728195,314.725983
33.1910858,4.955536,-5.010571,0.748953,7.086895,83.933571,314.683594
33.1922646,4.953143,-4.991428,0.725025,7.069203,84.113335,314.779419
33.1934357,4.953143,-4.977071,0.734597,7.060063,84.027588,314.861938
