Keuwl Accelerometer Data File
2022-11-29 11-38-45

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
32.3128929,5.369494,-6.556334,3.385844,9.125837,68.221626,309.316711
32.3140678,5.338387,-6.623333,3.328416,9.134838,68.631485,308.868713
32.3152428,5.314459,-6.714260,3.266203,9.164762,69.121521,308.362244
32.3164177,5.276174,-6.805188,3.194418,9.184383,69.646591,307.787018
32.3175888,5.223532,-6.900900,3.113062,9.197764,70.217010,307.123352
32.3187637,5.168497,-7.008577,3.026921,9.219315,70.832932,306.407043
32.3199387,5.118248,-7.121040,2.945565,9.251056,71.433624,305.706696
32.3211098,5.079962,-7.221539,2.883351,9.288183,71.914719,305.124329
32.3222847,5.046463,-7.314859,2.837888,9.328856,72.289642,304.601471
32.3234596,5.008178,-7.417750,2.806781,9.379919,72.588463,304.025696
32.3246346,4.962714,-7.537391,2.787638,9.445196,72.834175,303.361420
32.3258057,4.917251,-7.661818,2.780460,9.519127,73.016762,302.691803
32.3269806,4.874180,-7.791030,2.804388,9.608453,73.030251,302.030701
32.3281555,4.819145,-7.932207,2.837888,9.705548,72.998390,301.280426
32.3293266,4.756931,-8.068598,2.854637,9.791814,73.050240,300.521942
32.3305016,4.680361,-8.185846,2.852245,9.851354,73.170288,299.759308
32.3316765,4.587041,-8.298309,2.830709,9.895242,73.377319,298.932434
32.3328514,4.486542,-8.405986,2.811567,9.934514,73.560066,298.090271
32.3340225,4.388437,-8.489735,2.806781,9.960522,73.632904,297.334930
32.3351974,4.292724,-8.563912,2.806781,9.982289,73.669594,296.622650
32.3363724,4.189833,-8.635697,2.806781,10.000400,73.699989,295.881561
32.3375435,4.077370,-8.683554,2.794817,9.992000,73.757378,295.152435
32.3387184,3.960121,-8.721839,2.763710,9.969510,73.905869,294.420258
32.3398933,3.850052,-8.755338,2.739782,9.949133,74.015404,293.736908
32.3410683,3.749553,-8.779266,2.711068,9.923939,74.146141,293.126923
32.3422394,3.641876,-8.800801,2.675176,9.893126,74.311478,292.480347
32.3434143,3.517449,-8.800801,2.646462,9.840240,74.398636,291.785309
32.3445892,3.400201,-8.800801,2.615355,9.790585,74.506462,291.124115
32.3457642,3.282953,-8.800801,2.577070,9.740286,74.658089,290.456970
32.3469353,3.163311,-8.791230,2.557927,9.686860,74.688805,289.790039
32.3481102,3.046063,-8.781659,2.543571,9.636690,74.695641,289.129944
32.3492851,2.931208,-8.764910,2.522035,9.579994,74.736374,288.491241
32.3504562,2.842673,-8.762517,2.502892,9.546044,74.799858,287.973724
32.3516312,2.756532,-8.762517,2.488536,9.516984,74.841888,287.462646
32.3528023,2.667997,-8.757730,2.476571,9.484169,74.863060,286.943085
32.3539810,2.589034,-8.750552,2.471786,9.454364,74.844246,286.481964
32.3551521,2.514857,-8.743374,2.486143,9.431437,74.716118,286.046814
32.3563271,2.450250,-8.738588,2.514857,9.417598,74.511909,285.663208
32.3574982,2.383251,-8.752945,2.533999,9.418868,74.393188,285.231262
32.3586731,2.313859,-8.776874,2.548356,9.427702,74.317574,284.768921
32.3598480,2.270789,-8.786445,2.584249,9.435911,74.105087,284.490570
32.3610191,2.249253,-8.793623,2.641676,9.453327,73.772972,284.347626
32.3621979,2.230111,-8.800801,2.703890,9.473042,73.415451,284.219360
32.3633690,2.218147,-8.824730,2.756532,9.507602,73.146278,284.109344
32.3645439,2.213361,-8.858230,2.813959,9.554348,72.871162,284.028961
32.3657150,2.220539,-8.879765,2.876173,9.594445,72.555923,284.039886
32.3668900,2.239682,-8.901300,2.940779,9.638335,72.235054,284.123199
32.3680649,2.263610,-8.922835,2.998207,9.681434,71.959679,284.234924
32.3692398,2.287539,-8.944371,3.041278,9.720287,71.767159,284.345978
32.3704109,2.325824,-8.985049,3.093920,9.783298,71.564003,284.512726
32.3715858,2.388037,-9.028120,3.148955,9.855231,71.366035,284.816040
32.3727608,2.459822,-9.080762,3.199204,9.937096,71.219376,285.156708
32.3739319,2.531606,-9.152547,3.256632,10.039113,71.071114,285.461517
32.3751068,2.622534,-9.238688,3.318845,10.160994,70.935883,285.847351
32.3762817,2.727818,-9.334401,3.371487,10.292665,70.879128,286.290100
32.3774567,2.842673,-9.439685,3.419343,10.434575,70.871155,286.759186
32.3786278,2.962314,-9.564112,3.471986,10.597274,70.875008,287.209442
32.3798027,3.098705,-9.714860,3.519842,10.787482,70.956284,287.690887
32.3809776,3.278167,-9.889536,3.567698,11.012618,71.097145,288.339233
32.3821487,3.469593,-10.064212,3.615555,11.242716,71.240837,289.021393
32.3833237,3.653840,-10.253245,3.665804,11.485543,71.387451,289.614014
32.3844986,3.842873,-10.475778,3.718446,11.761651,71.569748,290.144775
32.3856735,4.031906,-10.712667,3.763910,12.049253,71.797462,290.624725
32.3868446,4.225725,-10.963913,3.799802,12.349195,72.079544,291.077728
32.3880196,4.424329,-11.224731,3.833302,12.659522,72.374153,291.512329
32.3891945,4.606184,-11.490335,3.854837,12.965511,72.703613,291.844604
32.3903656,4.776074,-11.758330,3.876373,13.270097,73.015480,292.106323
32.3915405,4.936393,-12.028720,3.893122,13.572564,73.331276,292.312469
32.3927116,5.089534,-12.311072,3.902694,13.881530,73.671570,292.460754
32.3938866,5.240282,-12.586247,3.902694,14.181156,74.025902,292.604401
32.3950615,5.364708,-12.842279,3.890730,14.451367,74.381599,292.672150
32.3962364,5.469993,-13.100704,3.883551,14.718398,74.700958,292.662201
32.3974075,5.560920,-13.347165,3.878766,14.970487,74.983681,292.618408
32.3985825,5.639883,-13.576876,3.869194,15.202318,75.255241,292.558167
32.3997574,5.706882,-13.813766,3.850052,15.434102,75.554977,292.446991
32.4009323,5.769095,-14.036298,3.838088,15.653467,75.806885,292.343292
32.4021072,5.828916,-14.215759,3.838088,15.836508,75.974312,292.295197
32.4032784,5.864808,-14.373686,3.850052,15.994427,76.071426,292.196625
32.4044533,5.869594,-14.538791,3.869194,16.149279,76.137695,291.984894
32.4056244,5.874380,-14.679967,3.881158,16.281067,76.208771,291.809448
32.4067993,5.874380,-14.790037,3.888337,16.382084,76.269638,291.662231
32.4079742,5.874380,-14.890535,3.900301,16.475700,76.306351,291.529449
32.4091492,5.869594,-14.971891,3.907479,16.549263,76.342819,291.407227
32.4103203,5.848059,-15.022141,3.912265,16.588259,76.358536,291.270752
32.4114952,5.826523,-15.038890,3.924229,16.598679,76.324768,291.177887
32.4126701,5.804988,-15.036497,3.933800,16.591230,76.284485,291.109558
32.4138412,5.776274,-15.031712,3.926622,16.575163,76.296471,291.020386
32.4150200,5.740382,-15.012569,3.909872,16.541351,76.327629,290.925446
32.4161911,5.704489,-14.991034,3.895515,16.505978,76.349052,290.833160
32.4173660,5.666204,-14.955141,3.890730,16.459038,76.326508,290.750702
32.4185371,5.625526,-14.909678,3.888337,16.403175,76.287636,290.671844
32.4197121,5.601598,-14.873786,3.878766,16.360081,76.285309,290.636810
32.4208870,5.575277,-14.833108,3.873980,16.312956,76.262222,290.599579
32.4220581,5.548956,-14.778072,3.871587,16.253353,76.219536,290.580444
32.4232330,5.525027,-14.720645,3.871587,16.192976,76.167130,290.572388
32.4244080,5.525027,-14.663218,3.876373,16.141937,76.105019,290.646149
32.4255829,5.541777,-14.610575,3.873980,16.099314,76.076263,290.771698
32.4267540,5.551349,-14.545969,3.869194,16.042860,76.043884,290.888947
32.4279289,5.558527,-14.476577,3.866802,15.981885,75.998398,291.005127
32.4291039,5.568098,-14.416757,3.864408,15.930482,75.961166,291.117767
32.4302750,5.596812,-14.349757,3.862016,15.879389,75.923965,291.307190
32.4314499,5.639883,-14.287544,3.869194,15.840229,75.861671,291.541199
32.4326248,5.670990,-14.230116,3.876373,15.801348,75.799309,291.728271
32.4337997,5.706882,-14.175081,3.873980,15.764173,75.774086,291.929688
32.4349709,5.759524,-14.124832,3.871587,15.737604,75.758553,292.183594
32.4361458,5.828916,-14.074583,3.873980,15.718711,75.732071,292.496643
32.4373169,5.903093,-14.017155,3.866802,15.693288,75.735512,292.837585
32.4384918,5.972486,-13.959727,3.864408,15.667745,75.720787,293.163025
32.4396667,6.049056,-13.904693,3.866802,15.648760,75.694054,293.510834
32.4408417,6.132804,-13.856836,3.857230,15.636541,75.718834,293.873383
32.4420166,6.228518,-13.811373,3.862016,15.635332,75.699608,294.273956
32.4431877,6.333802,-13.758730,3.873980,15.634174,75.653275,294.718872
32.4443626,6.429514,-13.706088,3.881158,15.628784,75.621056,295.131226
32.4455338,6.515656,-13.670196,3.890730,15.635403,75.591057,295.483978
32.4467125,6.604190,-13.622339,3.893122,15.631374,75.578209,295.864380
32.4478836,6.707082,-13.564912,3.890730,15.624646,75.580925,296.309784
32.4490585,6.812366,-13.497912,3.888337,15.611570,75.577652,296.779968
32.4502296,6.903293,-13.433307,3.895515,15.597571,75.537201,297.198364
32.4514046,6.987042,-13.371093,3.909872,15.584991,75.470749,297.589233
32.4525795,7.075577,-13.301702,3.919444,15.567950,75.418098,298.009857
32.4537506,7.164111,-13.225131,3.917051,15.542583,75.402885,298.444611
32.4549294,7.243074,-13.148561,3.921836,15.515398,75.358475,298.848816
32.4561005,7.319644,-13.064812,3.945765,15.486625,75.239136,299.260010
32.4572754,7.391429,-12.978670,3.960121,15.451915,75.150154,299.661774
32.4584465,7.460821,-12.892529,3.957729,15.412487,75.120491,300.057678
32.4596214,7.523035,-12.799209,3.952943,15.363645,75.090561,300.445892
32.4607964,7.578069,-12.710674,3.948157,15.315885,75.061516,300.803284
32.4619713,7.640283,-12.624533,3.948157,15.275494,75.021088,301.182037
32.4631424,7.707282,-12.547962,3.957729,15.248513,74.956726,301.559326
32.4643173,7.762317,-12.478570,3.957729,15.219458,74.927330,301.883759
32.4654922,7.822137,-12.418750,3.948157,15.198655,74.943573,302.205383
32.4666634,7.886744,-12.356536,3.936193,15.178219,74.969589,302.548676
32.4678383,7.939385,-12.289537,3.921836,15.147520,74.994637,302.863586
32.4690132,7.992028,-12.224931,3.919444,15.122285,74.978394,303.174591
32.4701881,8.056634,-12.167503,3.933800,15.113976,74.913582,303.510284
32.4713593,8.111669,-12.119647,3.948157,15.108705,74.851791,303.794373
32.4725342,8.154739,-12.078969,3.952943,15.100564,74.824615,304.024017
32.4737091,8.190632,-12.031113,3.950550,15.081145,74.814026,304.246552
