ID,label,time,acc_x_min,acc_x_max,acc_x_avg,acc_x_std,acc_x_AUC,acc_x_pk,acc_x_cn,acc_x_pw,acc_y_min,acc_y_max,acc_y_avg,acc_y_std,acc_y_AUC,acc_y_pk,acc_y_cn,acc_y_pw,acc_z_min,acc_z_max,acc_z_avg,acc_z_std,acc_z_AUC,acc_z_pk,acc_z_cn,acc_z_pw
0,stairs_up,56.3252182,1.0163532552438834,1.1776634686135103,1.1907361506510792,0.027292325551309036,1.1907361506510752,-0.8862740090787538,-0.1684313312045017,1.804291330072273,-0.8829668764553378,-1.157072921036276,-1.0277497699627949,-0.6312651349401054,-1.0277497699627962,-0.8862740090787538,-0.9002068830406781,1.4393888550777272,0.3350598395313761,-0.03635787951941355,0.22285685754812626,-1.2205644963692759,0.22285685754812617,2.882026373205375,0.9292319965497609,0.12492596649410084
1,stairs_up,56.5259552,1.0163532552438834,1.1776634686135103,1.2123889037234705,0.19664781745806215,1.212388903723469,0.9978761820633103,0.1974564447135857,1.9078742462139044,-0.8829668764553378,-1.157072921036276,-1.0144374681931967,-0.7125508662815863,-1.0144374681931967,-0.8862740090787538,-0.9002068830406781,1.2595035832537649,0.3350598395313761,-0.03635787951941355,0.2148681122463828,-1.2722177295657782,0.21486811224638291,-0.8862740090787538,0.9292319965497609,0.22676914462195288
2,stairs_up,56.7266884,1.0163532552438834,1.1776634686135103,1.2217574187289484,0.13392110605286336,1.2217574187289482,0.369826118349289,-0.9002068830406781,1.387561127278384,-0.8829668764553378,-1.157072921036276,-1.0262686044471498,-0.7618149242521384,-1.026268604447149,-0.8862740090787538,-0.9002068830406781,1.1419910760128598,0.3350598395313761,-0.03635787951941355,0.24148544185325013,-1.412803366271743,0.24148544185325005,2.882026373205375,0.9292319965497609,0.1362791038539597
3,stairs_up,56.9274254,1.0163532552438834,1.1776634686135103,1.2171829701173922,0.1374865022762114,1.217182970117394,0.369826118349289,-0.5343191071225899,1.6120711257587226,-0.8829668764553378,-1.157072921036276,-1.0313959617020958,-0.7816608588135943,-1.0313959617020942,-0.8862740090787538,-0.9002068830406781,1.2411148290004392,0.3350598395313761,-0.03635787951941355,0.2515219024787175,-1.405696400634138,0.25152190247871736,4.138126500633417,0.5633442206316734,0.040478187093896126
4,stairs_up,57.1281624,1.0163532552438834,1.1776634686135103,1.2050049018377258,0.08792287159935512,1.205004901837727,0.9978761820633103,0.9292319965497609,2.124131270127779,-0.8829668764553378,-1.157072921036276,-1.0682116224394855,-0.6140268642227151,-1.068211622439483,0.9978761820633103,0.9292319965497609,1.8008584773390004,0.3350598395313761,-0.023176970283337286,0.2581454292668062,-1.3605700664284457,0.25814542926680645,4.138126500633417,1.6610075483859372,0.3716074743708533
5,stairs_up,57.3289032,1.0163532552438834,0.9355528318689269,1.1817866376347304,-0.11464328253739393,1.1817866376347301,-0.8862740090787538,0.5633442206316734,1.7302056803824999,-0.8829668764553378,-1.1092057289849306,-1.045089070522734,-0.5720382140181098,-1.0450890705227325,-0.25822394536473237,-0.9002068830406781,1.2664023599732128,0.34221636528345095,-0.010689983848962385,0.25921737095818603,-1.396827557353741,0.25921737095818614,-0.25822394536473237,0.5633442206316734,0.13267876911548418
6,stairs_up,57.5296402,1.2539473082204151,0.9355528318689269,1.2110737019268971,-0.5459251065719494,1.2110737019268976,0.369826118349289,0.1974564447135857,1.2822299843294152,-0.8829668764553378,-1.0977592643534828,-1.012147174855768,-0.3829564558807992,-1.0121471748557673,-0.25822394536473237,-1.2660946589587656,1.138942764501195,0.5443857877579711,-0.010689983848962385,0.25091738804175306,-1.5405923508476396,0.2509173880417532,3.510076436919395,0.5633442206316734,0.111812691754668
7,stairs_up,57.7303772,1.3140614067468501,1.0271246938803598,1.2376378338133345,-0.4015554173674876,1.2376378338133336,0.9978761820633103,0.9292319965497609,2.0161520598860667,-0.8829668764553378,-1.0977592643534828,-1.02115466175316,-0.295304140640079,-1.0211546617531613,0.9978761820633103,0.5633442206316734,1.7502007265601924,0.5443857877579711,-0.010689983848962385,0.2542573421753615,-1.541457902912492,0.2542573421753615,1.6259262457773311,0.5633442206316734,0.16203900160253207
8,stairs_up,57.9311142,1.3140614067468501,1.0271246938803598,1.2187837216914572,-0.4903664575666013,1.2187837216914568,-0.25822394536473237,-1.2660946589587656,1.5069314298362995,-0.8761681994218353,-1.0977592643534828,-0.9798357129123114,-0.626374651290222,-0.9798357129123119,-0.8862740090787538,-1.2660946589587656,1.2275905551055213,0.5443857877579711,-0.010689983848962385,0.23567240878013937,-1.512572644276333,0.2356724087801396,3.510076436919395,0.1974564447135857,-0.00992663316481519
9,stairs_up,58.1318512,1.281499565993417,1.0271246938803598,1.2107949761996897,-0.4149917735362028,1.2107949761996877,-0.25822394536473237,-0.1684313312045017,1.1630192995879514,-0.8761681994218353,-1.0977592643534828,-0.9958338920090833,-0.7462621036948551,-0.9958338920090817,-0.8862740090787538,-1.2660946589587656,1.0225262543984983,0.5443857877579711,-0.010689983848962385,0.2555780002287842,-1.5423361753414941,0.2555780002287846,3.510076436919395,0.1974564447135857,0.09691593868297145
10,stairs_up,58.3325882,1.281499565993417,1.1436708186802425,1.2540302343320786,-0.17820223835104998,1.2540302343320753,0.9978761820633103,0.5633442206316734,2.121481656104062,-0.8761681994218353,-1.0977592643534828,-0.9955517542092278,-0.7459665304328421,-0.9955517542092259,0.9978761820633103,-0.1684313312045017,1.2688170078864769,0.5443857877579711,-0.010689983848962385,0.26018973413308677,-1.50645422127552,0.26018973413308705,-0.25822394536473237,1.2951197724678498,0.22313326045596457
11,stairs_up,58.5333252,1.281499565993417,1.1436708186802425,1.2627619499968912,-0.04877754462838258,1.2627619499968867,0.9978761820633103,-1.2660946589587656,1.6662998094115173,-0.8761681994218353,-1.0977592643534828,-0.9942993003640462,-0.7884164103975072,-0.9942993003640473,-0.25822394536473237,-0.9002068830406781,1.319094353143348,0.5443857877579711,-0.010689983848962385,0.275976936318149,-1.4871322794979063,0.2759769363181487,-0.25822394536473237,0.1974564447135857,0.1514527340681585
12,stairs_up,58.7340622,1.000966956663598,1.1436708186802425,1.2191404304568536,0.3228102659249318,1.2191404304568505,-0.8862740090787538,-1.2660946589587656,1.217544010728495,-0.8761681994218353,-1.0977592643534828,-0.9754922485643817,-0.6897203972621654,-0.9754922485643851,0.369826118349289,-1.2660946589587656,0.9660167179753698,0.5136131905973995,-0.010689983848962385,0.2464529763027874,-1.2774230668849023,0.24645297630278679,-0.25822394536473237,-0.1684313312045017,0.1456357498913978
13,stairs_up,58.9347992,1.000966956663598,1.1436708186802425,1.236583399801915,0.31291752988771554,1.236583399801913,0.9978761820633103,0.1974564447135857,1.7111104520189964,-0.8761681994218353,-1.0977592643534828,-0.947650428298043,-0.5497644276465472,-0.9476504282980447,-0.8862740090787538,-1.2660946589587656,1.1434458488018169,0.5136131905973995,-0.010689983848962385,0.2461117284678251,-1.260741236002069,0.24611172846782467,0.9978761820633103,0.9292319965497609,0.28655815332527507
14,stairs_up,59.1355362,1.000966956663598,1.148526828693652,1.2874493303826857,0.626801578142022,1.2874493303826853,0.9978761820633103,-0.9002068830406781,2.071168714157707,-0.7781251275225446,-1.0977592643534828,-0.9184647596277632,-0.824235859014827,-0.9184647596277639,-0.8862740090787538,-0.1684313312045017,1.2904554016231224,0.5136131905973995,-0.01762718242807618,0.26646451217010286,-1.2385023392253462,0.26646451217010303,0.369826118349289,0.5633442206316734,0.3894078811172971
15,stairs_up,59.3362732,1.000966956663598,1.148526828693652,1.2506761832609894,0.8294905156175834,1.2506761832609878,0.369826118349289,-1.2660946589587656,1.3867970769156674,-0.7781251275225446,-1.0977592643534828,-0.9349717423954481,-0.9043552043651164,-0.9349717423954494,0.369826118349289,-1.2660946589587656,0.932515265793444,0.5136131905973995,-0.1130145326499917,0.27573754054294936,-1.3514884516776935,0.2757375405429497,0.369826118349289,0.5633442206316734,0.21189171579012786
16,stairs_up,59.5370102,1.000966956663598,1.148526828693652,1.2545424469402424,0.8557884954975763,1.254542446940242,0.9978761820633103,-1.2660946589587656,1.8139653341307926,-0.7781251275225446,-1.159500853563056,-0.9553042921420759,-1.0655407763292095,-0.9553042921420768,0.369826118349289,-0.1684313312045017,1.1427834338472769,0.5136131905973995,-0.1130145326499917,0.2916988894546822,-1.3623175375037506,0.2916988894546826,-0.25822394536473237,-0.5343191071225899,0.08042807925340578
17,stairs_up,59.7377472,1.000966956663598,1.148526828693652,1.2474314873510504,0.7542679476581184,1.2474314873510504,0.9978761820633103,-0.1684313312045017,2.171866272629239,-0.9101614350495576,-1.159500853563056,-0.967496228665225,-0.9054751950636217,-0.967496228665224,-0.25822394536473237,0.9292319965497609,1.6960021442884112,0.5136131905973995,-0.1130145326499917,0.2948067231706007,-1.3609609608634434,0.2948067231706009,-0.25822394536473237,-0.1684313312045017,0.20779072094517842
18,stairs_up,59.9384842,1.000966956663598,1.148526828693652,1.2305541562684843,0.8293395035900605,1.2305541562684823,0.369826118349289,-1.2660946589587656,1.3407143921194573,-0.9108771324867021,-1.159500853563056,-0.9837960969509534,-0.7734634161770564,-0.9837960969509543,-0.25822394536473237,-0.9002068830406781,1.2185320210533679,0.5136131905973995,0.03162742034712207,0.31083445795001036,-1.2925271679466461,0.31083445795001063,0.369826118349289,-0.5343191071225899,0.07191247340660496
19,stairs_up,60.1392212,1.000966956663598,1.148526828693652,1.2221993826596342,0.9069221259776084,1.222199382659634,0.369826118349289,-1.2660946589587656,1.4310302166198148,-0.9108771324867021,-1.159500853563056,-0.9892483327002417,-0.7959085354610048,-0.9892483327002429,-0.25822394536473237,-1.2660946589587656,0.9924637069158949,0.5136131905973995,0.03162742034712207,0.302101379242365,-1.3013003241137322,0.30210137924236496,0.369826118349289,0.1974564447135857,0.23299924065575447
20,stairs_up,60.3399544,1.000966956663598,1.148526828693652,1.1871763526064323,0.7238049976145754,1.1871763526064314,0.9978761820633103,0.9292319965497609,2.278667186006293,-0.9108771324867021,-1.159500853563056,-1.0035282240494523,-0.7661058933957333,-1.0035282240494523,-0.8862740090787538,0.1974564447135857,1.505187139154077,0.5136131905973995,0.03162742034712207,0.2975123802958376,-1.2958510802434393,0.2975123802958374,-0.8862740090787538,0.9292319965497609,0.3137365871798699
21,stairs_up,60.5406914,1.000966956663598,1.1717667918373236,1.1798346363074674,0.6901154066767896,1.1798346363074685,0.369826118349289,-0.9002068830406781,1.8282107607340798,-0.9226850934210553,-1.159500853563056,-1.0098489240693405,-0.6201407928807982,-1.0098489240693413,-0.8862740090787538,-1.2660946589587656,1.2383549716965423,0.5136131905973995,0.03162742034712207,0.3135480718591614,-1.217428377868203,0.3135480718591613,-0.25822394536473237,-0.5343191071225899,0.10210478548028017
