ID,label,time,acc_x_min,acc_x_max,acc_x_avg,acc_x_std,acc_x_AUC,acc_x_pk,acc_x_cn,acc_x_pw,acc_y_min,acc_y_max,acc_y_avg,acc_y_std,acc_y_AUC,acc_y_pk,acc_y_cn,acc_y_pw,acc_z_min,acc_z_max,acc_z_avg,acc_z_std,acc_z_AUC,acc_z_pk,acc_z_cn,acc_z_pw
0,,2.54,1.6101612780737269,-0.8885366058048881,0.8370255115649233,-1.4286592131604896,0.8370255115649234,-0.4910957862965586,-1.1977452616526911,-1.6343689736373315,0.17856995184349805,-0.8072725634258803,-0.08741568928635465,-0.2729432681552049,-0.08741568928635417,-0.4910957862965586,-0.45995381564285953,-0.6062885237140625,0.8303593133421756,0.1798146713378016,1.0274842978130496,-0.2537168454225163,1.0274842978130494,-0.4910957862965586,-0.45995381564285953,-0.5543787526331333
1,,2.75,1.5720506557372225,-0.8885366058048881,0.9761720121746184,-1.5034068471150548,0.9761720121746194,-0.4910957862965586,-1.1977452616526911,-1.522052128516328,0.17856995184349805,0.10071767008890092,-0.24931883712268277,-0.19745334349162627,-0.2493188371226827,-0.4910957862965586,0.27783763036697223,0.08633191618954376,0.8303593133421756,0.1798146713378016,1.4897634739072256,-0.38138202973548796,1.4897634739072256,-0.4910957862965586,-0.45995381564285953,-0.6266790141080402
2,,2.96,1.1870356505940758,-0.8885366058048881,0.6698212657259947,-1.2309476451141839,0.6698212657259954,-0.4910957862965586,-1.1977452616526911,-1.5106818573992042,0.17856995184349805,0.7074891865188262,0.4550242892007357,0.5474061763508337,0.4550242892007351,-0.4910957862965586,-0.45995381564285953,0.2120871061517552,-0.6022092083325791,0.1798146713378016,0.8000642647180621,0.4390790038875404,0.8000642647180621,-0.4910957862965586,-1.1977452616526911,0.012751728449989376
3,,3.168,1.1870356505940758,-0.8885366058048881,0.41252764167712636,-1.1437591700212755,0.4125276416771273,-0.4910957862965586,-1.1977452616526911,-1.4787361651573412,0.17856995184349805,0.7074891865188262,0.9000822187450271,0.6788989758993461,0.9000822187450268,-0.4910957862965586,-1.1977452616526911,-0.2930353210271161,-0.6022092083325791,0.1798146713378016,0.27847722423015187,0.5519335746141063,0.27847722423015153,-0.4910957862965586,-1.1977452616526911,-0.28029870892139314
4,,3.376,1.1870356505940758,-1.0803197458193468,-0.026760584516268594,-1.5062167011304108,-0.02676058451626854,-0.4910957862965586,0.27783763036697223,-1.276301578364322,0.6896431693304671,0.7074891865188262,1.470960684306842,0.3178200632731105,1.4709606843068415,-0.4910957862965586,-0.45995381564285953,0.050851178270844684,-0.6022092083325791,0.034622915620640966,-0.1907724564199295,0.22601895331157465,-0.19077245641992918,-0.4910957862965586,0.27783763036697223,0.27294136609646436
5,,3.584,1.1870356505940758,-0.8516969065930714,0.20950437452780882,-1.2436193743902306,0.20950437452780904,-0.4910957862965586,0.27783763036697223,-1.2287070732812557,-0.4360859827632009,0.7074891865188262,1.072851153094973,0.7516717772182201,1.0728511530949736,-0.4910957862965586,-0.45995381564285953,-0.18327747454811086,-0.6022092083325791,0.6641483639166884,-0.20878447449506357,0.2763187582715649,-0.20878447449506357,-0.4910957862965586,1.0156290763768039,0.5262247014511092
6,,3.792,1.1870356505940758,-0.8516969065930714,0.6195926299554984,-1.2595783162239138,0.6195926299554984,-0.4910957862965586,-0.45995381564285953,-1.4419380430801916,-0.4360859827632009,0.7074891865188262,-0.36020257766326513,0.8386357980437197,-0.36020257766326497,-0.4910957862965586,1.0156290763768039,0.5311886396615267,-0.6022092083325791,0.6641483639166884,0.49998111480290003,0.4848665504171136,0.49998111480289986,-0.4910957862965586,0.27783763036697223,0.34603021386229726
7,,4.0,0.8557663948998451,-0.8516969065930714,0.6433450635472606,-1.2321755442483484,0.6433450635472605,-0.4910957862965586,0.27783763036697223,-1.0721752281862875,-0.4360859827632009,1.0347123971649645,-0.6857661433920322,0.6338747119812064,-0.6857661433920319,-0.4910957862965586,0.27783763036697223,1.0852595451597482,0.0847591891690256,0.6641483639166884,1.2583017196831838,-0.13560089311150508,1.2583017196831838,-0.4910957862965586,0.27783763036697223,0.17210375362792638
8,,4.21,0.8557663948998451,-0.8516969065930714,0.5736693058224732,-1.1920420049953364,0.5736693058224728,-0.4910957862965586,-1.1977452616526911,-1.4133997057182837,-0.4360859827632009,1.0347123971649645,0.043354490722546456,1.2865292072497228,0.04335449072254707,-0.4910957862965586,-1.1977452616526911,0.07187642873192295,-0.03250426417406479,0.6641483639166884,0.7545216824305281,0.31406108231273455,0.7545216824305281,-0.4910957862965586,0.27783763036697223,0.223005406243365
9,,4.42,0.8557663948998451,-0.8516969065930714,0.2320560069145622,-1.192931155529105,0.23205600691456205,-0.4910957862965586,-0.45995381564285953,-1.2447374013119687,-0.4360859827632009,1.0347123971649645,0.7980141163192668,1.165207569539049,0.7980141163192674,-0.4910957862965586,-0.45995381564285953,0.656436889026694,-0.03250426417406479,0.6641483639166884,-0.13779076422819336,0.46409036155318173,-0.13779076422819334,-0.4910957862965586,0.27783763036697223,0.04549537793831053
