Keuwl Accelerometer Data File
2022-12-12 11-26-00

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
20.4777126,9.911072,-3.160919,-1.198804,10.471766,96.573616,342.311066
20.4788990,10.382458,-3.084348,-1.119841,10.888649,95.903008,343.454742
20.4800854,10.899307,-3.029314,-1.004985,11.357009,95.076759,344.467468
20.4812737,11.442478,-3.010171,-0.868595,11.863638,94.198662,345.261169
20.4824600,12.021541,-2.993421,-0.705883,12.408718,93.261093,346.017426
20.4836464,12.638889,-2.971886,-0.504886,12.993403,92.226906,346.767944
20.4848328,13.294522,-2.962314,-0.270389,13.623242,91.137260,347.438446
20.4860210,13.988441,-2.969493,-0.031107,14.300187,90.124634,348.015045
20.4872055,14.735002,-2.986243,0.236889,15.036424,89.097305,348.543427
20.4883938,15.541383,-3.014956,0.535992,15.840197,88.060883,349.021240
20.4895821,16.386049,-3.041278,0.847059,16.687405,87.090393,349.485443
20.4907684,17.266607,-3.065206,1.165305,17.575243,86.198288,349.933594
20.4919548,18.209381,-3.086741,1.493121,18.529408,85.378029,350.379028
20.4931412,19.209579,-3.091527,1.840081,19.543575,84.597443,350.857391
20.4943295,20.245672,-3.065206,2.191826,20.593369,83.890236,351.390778
20.4955158,21.329620,-3.012564,2.543571,21.690966,83.265770,351.960815
20.4967022,22.454248,-2.952743,2.919244,22.834929,82.655144,352.508575
20.4978886,23.605196,-2.878566,3.314059,24.009880,82.066193,353.047333
20.4990768,24.789642,-2.782853,3.708875,25.219563,81.543213,353.594879
20.5002632,26.000410,-2.665604,4.110869,26.458004,81.061546,354.146393
20.5014496,27.225536,-2.531606,4.508078,27.712122,80.637787,354.687531
20.5026379,28.467411,-2.376073,4.912465,28.985714,80.242485,355.228790
20.5038242,29.711679,-2.218147,5.319245,30.265465,79.877525,355.730469
20.5050125,30.953554,-2.062613,5.728417,31.546658,79.537872,356.187683
20.5061970,32.185856,-1.904687,6.128019,32.819351,79.238586,356.613312
20.5073853,33.394234,-1.737189,6.508478,34.066887,78.985931,357.022125
20.5085716,34.576286,-1.557728,6.876972,35.287941,78.762192,357.420471
20.5097580,35.732021,-1.371087,7.238288,36.483559,78.556671,357.802551
20.5109444,36.859039,-1.191626,7.594819,37.652225,78.363045,358.148315
20.5121326,37.957344,-0.995414,7.953743,38.794495,78.169189,358.497803
20.5133190,39.014973,-0.780060,8.293523,39.894348,78.001434,358.854584
20.5145054,40.022350,-0.562313,8.614161,40.942745,77.854485,359.195038
20.5156937,40.984264,-0.349352,8.915657,41.944260,77.727608,359.511627
20.5168800,41.888752,-0.126820,9.183653,42.883835,77.634224,359.826538
20.5180683,42.731026,0.095713,9.420543,43.757244,77.567398,0.128336
20.5192528,43.503910,0.318245,9.626326,44.557354,77.523247,0.419130
20.5204411,44.200218,0.559920,9.803394,45.277802,77.495483,0.725774
20.5216274,44.815174,0.801596,9.963714,45.916424,77.467300,1.024723
20.5228157,45.351166,1.040878,10.100104,46.473907,77.447830,1.314794
20.5240002,45.817768,1.282553,10.193424,46.955498,77.462006,1.603432
20.5251884,46.203011,1.524228,10.238888,47.348454,77.511391,1.889491
20.5263748,46.485367,1.756332,10.262816,47.637165,77.558823,2.163747
20.5275631,46.667221,1.978864,10.253245,47.821278,77.619225,2.428100
20.5287495,46.750969,2.199004,10.186246,47.898312,77.721481,2.693011
20.5299358,46.748577,2.404787,10.066605,47.880569,77.863342,2.944748
20.5311241,46.669613,2.603391,9.906285,47.780380,78.034096,3.192846
20.5323086,46.502117,2.794817,9.702896,47.585758,78.234688,3.439388
20.5334969,46.260441,2.957529,9.463614,47.311050,78.461304,3.658063
20.5346832,45.944588,3.101098,9.193225,46.957821,78.709930,3.861407
20.5358715,45.540199,3.225525,8.903693,46.514400,78.964455,4.051384
20.5370560,45.059242,3.314059,8.599805,45.992119,79.223152,4.206470
20.5382442,44.518467,3.378666,8.271988,45.406334,79.503410,4.340062
20.5394306,43.920261,3.414558,7.925029,44.759968,79.801666,4.445489
20.5406189,43.267017,3.421736,7.554141,44.054604,80.126572,4.521779
20.5418034,42.551563,3.416951,7.166504,43.285908,80.470116,4.591081
20.5429916,41.788254,3.397808,6.766902,42.468742,80.831505,4.648500
20.5441799,40.989052,3.369094,6.367301,41.617252,81.199371,4.698863
20.5453663,40.144386,3.330809,5.953343,40.719875,81.593086,4.743009
20.5465527,39.256649,3.297310,5.515456,39.779102,82.030144,4.801213
20.5477390,38.328232,3.268596,5.072784,38.800388,82.487610,4.874337
