Keuwl Accelerometer Data File
2022-11-29 11-52-43

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
23.0191879,7.805387,-5.137390,-0.839881,9.382017,95.136009,326.647675
23.0203762,7.826923,-5.182854,-0.863809,9.427028,95.257454,326.488159
23.0215626,7.831708,-5.228317,-0.887737,9.458279,95.385605,326.273590
23.0227509,7.846066,-5.276174,-0.904487,9.498256,95.464363,326.080688
23.0239391,7.862815,-5.326423,-0.923630,9.541894,95.554771,325.885529
23.0251274,7.869994,-5.388637,-0.935594,9.583817,95.602264,325.600311
23.0263119,7.889136,-5.446064,-0.954736,9.633775,95.687523,325.381714
23.0275002,7.920243,-5.503492,-0.985843,9.694873,95.836327,325.205963
23.0286884,7.944171,-5.563313,-1.026521,9.752643,96.041901,324.996399
23.0298767,7.953743,-5.632705,-1.062413,9.803984,96.221100,324.694519
23.0310631,7.975278,-5.692525,-1.088734,9.858765,96.340286,324.481842
23.0322514,8.011170,-5.733203,-1.115055,9.914223,96.457733,324.410553
23.0334396,8.035098,-5.781060,-1.138984,9.963972,96.563843,324.265900
23.0346279,8.061419,-5.838487,-1.162912,10.021317,96.663834,324.086060
23.0358124,8.097312,-5.895915,-1.186840,10.086470,96.757454,323.940430
23.0370007,8.140383,-5.946164,-1.201197,10.152122,96.795143,323.853638
23.0381889,8.190632,-5.984449,-1.217947,10.216824,96.846504,323.846436
23.0393772,8.224132,-6.037092,-1.244268,10.277695,96.953560,323.718719
23.0405655,8.257631,-6.101698,-1.256232,10.343950,96.975563,323.538696
23.0417519,8.298309,-6.154340,-1.251446,10.406919,96.906609,323.437958
23.0429401,8.346166,-6.187840,-1.251446,10.464891,96.868164,323.446808
23.0441265,8.391629,-6.216553,-1.246661,10.517563,96.807350,323.468811
23.0453148,8.434700,-6.254838,-1.249053,10.574842,96.783356,323.440826
23.0465012,8.482556,-6.293124,-1.261018,10.637074,96.808388,323.428650
23.0476894,8.528020,-6.331409,-1.272982,10.697399,96.834343,323.408905
23.0488777,8.566305,-6.360123,-1.282553,10.746055,96.854652,323.407654
23.0500660,8.599805,-6.379265,-1.277767,10.783523,96.805115,323.432281
23.0512524,8.626125,-6.412765,-1.270589,10.823492,96.741600,323.372437
23.0524406,8.654840,-6.448657,-1.258625,10.866258,96.651428,323.310486
23.0536270,8.690732,-6.474978,-1.239482,10.908276,96.524475,323.312256
23.0548153,8.721839,-6.496513,-1.213161,10.942894,96.365059,323.319183
23.0560017,8.762517,-6.515656,-1.184447,10.983551,96.190720,323.366150
23.0571899,8.800801,-6.537191,-1.167697,11.025084,96.079758,323.395203
23.0583782,8.827123,-6.561120,-1.148555,11.058280,95.961708,323.376923
23.0595665,8.860622,-6.580262,-1.115055,11.092963,95.769066,323.400909
23.0607529,8.901300,-6.606583,-1.086342,11.138232,95.597107,323.417053
23.0619411,8.934800,-6.640083,-1.060020,11.182352,95.439468,323.381348
23.0631275,8.958728,-6.654440,-1.036092,11.207759,95.304237,323.395447
23.0643158,8.977871,-6.659225,-1.012164,11.223722,95.174011,323.434265
23.0655022,9.016156,-6.680761,-0.988236,11.265000,95.032814,323.462433
23.0666904,9.052048,-6.699903,-0.964308,11.303016,94.894089,323.492889
23.0678787,9.071191,-6.714260,-0.940379,11.324844,94.763145,323.492126
23.0690670,9.090333,-6.728617,-0.911665,11.346347,94.608612,323.491333
23.0702553,9.109476,-6.740582,-0.885344,11.366698,94.467255,323.500305
23.0714397,9.126225,-6.764510,-0.866202,11.392844,94.360428,323.453552
23.0726280,9.152547,-6.795616,-0.839881,11.430438,94.213753,323.406708
23.0738163,9.190832,-6.817152,-0.808774,11.471663,94.042816,323.434418
23.0750046,9.226724,-6.850651,-0.784846,11.518674,93.906982,323.406891
23.0761909,9.250652,-6.898508,-0.760918,11.564730,93.772583,323.286926
23.0773792,9.276974,-6.948757,-0.720240,11.613192,93.555717,323.165588
23.0785675,9.336794,-7.015756,-0.696311,11.699633,93.412010,323.078461
23.0797558,9.418150,-7.109076,-0.686740,11.819988,93.330757,322.953491
23.0809402,9.511470,-7.221539,-0.684347,11.961899,93.279716,322.792572
23.0821285,9.600004,-7.345965,-0.691526,12.107911,93.274147,322.576630
23.0833168,9.686146,-7.489535,-0.689133,12.263338,93.221405,322.288025
23.0845051,9.791430,-7.654640,-0.701097,12.448178,93.228676,321.982788
23.0856915,9.899107,-7.829316,-0.727418,12.641979,93.298615,321.659119
23.0868797,9.997213,-8.027920,-0.756132,12.843812,93.375031,321.234985
23.0880680,10.119247,-8.240881,-0.803988,13.075078,93.525352,320.841431
23.0892563,10.262816,-8.461020,-0.851845,13.328163,93.664452,320.496643
23.0904408,10.401600,-8.695518,-0.894916,13.586986,93.776558,320.105103
23.0916290,10.554741,-8.946764,-0.949951,13.869014,93.927521,319.713593
23.0928173,10.719846,-9.209974,-1.033699,14.170647,94.183243,319.332428
23.0940056,10.894522,-9.487542,-1.153340,14.492559,94.564514,318.948883
23.0951939,11.076376,-9.760324,-1.265803,14.817297,94.900604,318.614014
23.0963802,11.248659,-10.033105,-1.359123,15.134158,95.152390,318.269012
23.0975685,11.411371,-10.317851,-1.466800,15.454092,95.446335,317.880981
23.0987549,11.564512,-10.602597,-1.600798,15.770719,95.825813,317.484711
23.0999432,11.693725,-10.870593,-1.715654,16.057911,96.133286,317.089172
23.1011295,11.815758,-11.136196,-1.813760,16.337587,96.373978,316.695923
