Keuwl Accelerometer Data File
2022-12-12 11-22-04

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
21.3441391,0.521635,-4.151547,-3.074777,5.192466,126.310524,277.161591
21.3453236,0.868595,-4.185047,-2.933601,5.184119,124.463577,281.725098
21.3465118,1.229911,-4.218546,-2.797210,5.208953,122.479675,286.253967
21.3477001,1.586441,-4.247260,-2.672783,5.263058,120.519951,290.481720
21.3488865,1.914258,-4.271188,-2.548356,5.329311,118.566429,294.140930
21.3500729,2.239682,-4.290331,-2.423929,5.412814,116.603470,297.565918
21.3512592,2.550749,-4.283153,-2.306681,5.492949,114.830475,300.775085
21.3524475,2.849852,-4.266403,-2.199004,5.582067,113.199936,303.741943
21.3536339,3.168097,-4.252046,-2.096113,5.701791,111.569130,306.688904
21.3548203,3.493521,-4.232903,-1.995614,5.839918,109.981674,309.533722
21.3560066,3.799802,-4.194618,-1.911865,5.973989,108.664833,312.172668
21.3571949,4.094120,-4.149155,-1.832902,6.110387,107.455498,314.617462
21.3583813,4.381258,-4.103691,-1.756332,6.254631,106.308258,316.873657
21.3595676,4.661219,-4.043870,-1.694118,6.399210,105.351425,319.056519
21.3607559,4.955536,-3.962514,-1.634298,6.552083,104.443893,321.353699
21.3619423,5.264210,-3.869194,-1.588834,6.723612,103.668655,323.684113
21.3631306,5.572884,-3.773481,-1.550549,6.906548,102.973724,325.897491
21.3643150,5.891129,-3.682554,-1.505085,7.108579,102.223640,327.990448
21.3655033,6.228518,-3.586841,-1.457229,7.333715,101.461105,330.063477
21.3666897,6.575477,-3.481557,-1.411765,7.573058,100.743904,332.099854
21.3678780,6.934400,-3.385844,-1.371087,7.837711,100.074860,333.975250
21.3690624,7.324430,-3.290131,-1.320838,8.137374,99.341438,335.810394
21.3702507,7.745567,-3.194418,-1.268196,8.473867,98.607201,337.587830
21.3714371,8.190632,-3.103491,-1.227518,8.844484,97.977783,339.247925
21.3726234,8.673982,-3.012564,-1.170090,9.256490,97.262047,340.847351
21.3738117,9.186047,-2.938386,-1.091127,9.706087,96.454651,342.261841
21.3749981,9.729217,-2.880959,-1.000200,10.195978,95.629623,343.505219
21.3761864,10.313066,-2.842673,-0.904487,10.735838,94.832855,344.589752
21.3773708,10.930414,-2.813959,-0.801596,11.315250,94.062355,345.563080
21.3785591,11.595618,-2.811567,-0.693919,11.951769,93.328461,346.370636
21.3797455,12.303894,-2.828316,-0.581456,12.638167,92.636993,347.054230
21.3809338,13.016955,-2.828316,-0.466600,13.328849,92.006149,347.741333
21.3821182,13.720445,-2.825923,-0.361316,14.013101,91.477486,348.361847
21.3833065,14.435899,-2.806781,-0.256032,14.708458,90.997406,348.997223
21.3844929,15.151353,-2.797210,-0.138784,15.408022,90.516083,349.539948
21.3856812,15.862021,-2.787638,-0.009571,16.105116,90.034050,350.032471
21.3868656,16.575083,-2.758924,0.124427,16.803587,89.575737,350.549744
21.3880539,17.285751,-2.732604,0.275175,17.502573,89.099159,351.016785
21.3892422,18.005991,-2.723032,0.449851,18.216284,88.584938,351.400360
21.3904266,18.728622,-2.703890,0.646062,18.933825,88.044571,351.784851
21.3916149,19.453648,-2.682354,0.849452,19.656067,87.523148,352.149323
21.3928013,20.195423,-2.656033,1.062413,20.397018,87.014297,352.507660
21.3939896,20.953947,-2.624926,1.277767,21.156342,86.537430,352.859680
21.3951740,21.745972,-2.603391,1.481157,21.951283,86.131042,353.173126
21.3963623,22.571495,-2.586641,1.689333,22.781942,85.747482,353.462555
21.3975487,23.440090,-2.577070,1.907080,23.658319,85.376411,353.725952
21.3987370,24.368505,-2.577070,2.127219,24.596554,85.038605,353.963165
21.3999214,25.325634,-2.579463,2.342573,25.564215,84.742332,354.184387
21.4011097,26.287550,-2.567499,2.538785,26.534369,84.509590,354.421631
21.4022980,27.242287,-2.567499,2.730211,27.498878,84.302032,354.615967
21.4034843,28.201807,-2.596213,2.935993,28.472834,84.081390,354.740265
21.4046707,29.163723,-2.651248,3.156133,29.453575,83.848595,354.805573
21.4058571,30.139994,-2.746960,3.388237,30.453983,83.612183,354.792450
21.4070454,31.128229,-2.854637,3.639483,31.470009,83.358925,354.760315
21.4082317,32.109287,-2.959922,3.890730,32.479305,83.119957,354.733215
21.4094181,33.068810,-3.074777,4.110869,33.464901,82.943893,354.687836
21.4106045,34.009190,-3.187240,4.302295,34.428089,82.821281,354.646057
21.4117928,34.930424,-3.278167,4.486542,35.369617,82.712547,354.638580
21.4129772,35.820557,-3.330809,4.651647,36.274570,82.632423,354.687561
21.4141655,36.674793,-3.364309,4.785645,37.138409,82.596298,354.758728
21.4153538,37.483566,-3.378666,4.895715,37.952618,82.588455,354.849426
21.4165401,38.230129,-3.357130,4.986642,38.699863,82.596611,354.981506
21.4177265,38.933617,-3.292524,5.051249,39.397747,82.633743,355.166138
21.4189129,39.596428,-3.196811,5.106284,40.052101,82.675369,355.384247
21.4201012,40.213776,-3.079563,5.156533,40.659824,82.714050,355.620850
21.4212875,40.788055,-2.926422,5.192425,41.221241,82.763527,355.896240
21.4224739,41.328835,-2.734996,5.211568,41.745815,82.828453,356.213898
21.4236603,41.850468,-2.550749,5.216353,42.251369,82.908173,356.512177
