Keuwl Accelerometer Data File
2022-11-29 11-54-03

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
44.9266701,5.941379,-6.025127,0.052642,8.461968,89.643562,314.599030
44.9278603,5.936593,-6.022735,0.095713,8.457282,89.351555,314.587311
44.9290466,5.917450,-6.020342,0.133998,8.442671,89.090591,314.506195
44.9302368,5.895915,-6.025127,0.157926,8.431424,88.926750,314.378998
44.9314232,5.876772,-6.034698,0.177069,8.425283,88.795761,314.240387
44.9326096,5.864808,-6.032306,0.203390,8.415821,88.615166,314.193390
44.9337959,5.843273,-6.013163,0.236889,8.387973,88.381660,314.179077
44.9349823,5.821737,-5.996414,0.272782,8.362058,88.130600,314.153198
44.9361687,5.785845,-5.996414,0.306281,8.338273,87.894936,313.976135
44.9373589,5.745167,-5.998806,0.339781,8.313127,87.657509,313.762756
44.9385452,5.709275,-5.991628,0.375673,8.284718,87.401016,313.617676
44.9397354,5.670990,-5.977271,0.401994,8.249211,87.206802,313.493805
44.9409218,5.625526,-5.962914,0.433101,8.209169,86.975777,313.332367
44.9421082,5.582455,-5.946164,0.471386,8.169632,86.692207,313.193024
44.9432983,5.548956,-5.931808,0.490529,8.137436,86.544090,313.090057
44.9444847,5.496314,-5.922236,0.492921,8.094770,86.508881,312.863800
44.9456711,5.426922,-5.910272,0.504886,8.039758,86.399536,312.558716
44.9468613,5.357530,-5.888737,0.526421,7.978563,86.216911,312.295685
44.9480438,5.290531,-5.864808,0.550349,7.917612,86.014183,312.053009
44.9492340,5.233103,-5.831309,0.574277,7.856165,85.807999,311.905273
44.9504204,5.190032,-5.797809,0.598206,7.804414,85.603989,311.833984
44.9516068,5.154140,-5.778666,0.622134,7.768217,85.406425,311.730591
44.9527969,5.103891,-5.757131,0.648455,7.721059,85.182327,311.558075
44.9539833,5.053641,-5.726025,0.684347,7.667789,84.879562,311.430786
44.9551735,5.008178,-5.706882,0.722632,7.627093,84.563332,311.269165
44.9563599,4.969893,-5.680561,0.744168,7.584352,84.369141,311.182495
44.9575462,4.929214,-5.637490,0.765703,7.527599,84.161804,311.165253
44.9587364,4.878965,-5.611169,0.792024,7.477755,83.919975,311.007263
44.9599228,4.838287,-5.594419,0.796810,7.439184,83.851265,310.854614
44.9611092,4.800002,-5.568098,0.789631,7.393731,83.869263,310.763123
44.9622993,4.768896,-5.544170,0.792024,7.355779,83.818764,310.700928
44.9634819,4.744967,-5.522635,0.789631,7.323778,83.810478,310.668701
44.9646721,4.723432,-5.498706,0.784846,7.291266,83.820602,310.662842
44.9658585,4.701897,-5.474778,0.780060,7.258755,83.830811,310.656921
44.9670448,4.687540,-5.453243,0.768096,7.231933,83.903175,310.681946
44.9682350,4.670790,-5.446064,0.760918,7.214908,83.946060,310.617859
44.9694214,4.661219,-5.446064,0.760918,7.208715,83.940842,310.559814
44.9706078,4.666004,-5.448457,0.763310,7.213871,83.926079,310.576416
44.9717979,4.666004,-5.465207,0.768096,7.227036,83.899033,310.489563
44.9729843,4.677969,-5.489135,0.765703,7.252606,83.939629,310.438416
44.9741745,4.713861,-5.517849,0.775275,7.298506,83.902321,310.507050
44.9753609,4.747360,-5.558527,0.792024,7.352684,83.816154,310.499573
44.9765472,4.771288,-5.611169,0.784846,7.407185,83.917671,310.375183
44.9777374,4.809574,-5.670990,0.760918,7.474699,84.157219,310.301331
44.9789200,4.845466,-5.728417,0.734597,7.538762,84.408081,310.226715
44.9801064,4.888536,-5.795416,0.701097,7.614209,84.716866,310.148224
44.9812965,4.934000,-5.881558,0.665205,7.705815,85.047775,309.993073
44.9824829,4.979464,-5.972486,0.626920,7.801197,85.390625,309.819122
44.9836731,5.041677,-6.058627,0.571885,7.902691,85.850121,309.765472
44.9848595,5.099105,-6.149554,0.509671,8.004851,86.349495,309.664948
44.9860458,5.146962,-6.252446,0.459422,8.111434,86.753098,309.460938
44.9872360,5.197211,-6.364908,0.416351,8.227782,87.099419,309.233063
44.9884224,5.245067,-6.472585,0.361316,8.338803,87.516624,309.019623
44.9896126,5.295317,-6.580262,0.296710,8.451524,87.988091,308.824585
44.9907990,5.359923,-6.704689,0.239282,8.587134,88.403236,308.639862
44.9919853,5.434100,-6.826723,0.196211,8.727662,88.711792,308.519928
44.9931755,5.491528,-6.929615,0.148355,8.842989,89.038727,308.395844
44.9943581,5.532206,-7.037292,0.090927,8.951930,89.418022,308.171844
44.9955444,5.580062,-7.156932,0.035892,9.075245,89.773399,307.942566
44.9967346,5.625526,-7.267003,-0.004786,9.189989,90.029839,307.744141
44.9979210,5.670990,-7.372287,-0.047856,9.301238,90.294800,307.568604
44.9991112,5.726025,-7.489535,-0.088534,9.428061,90.538048,307.399231
45.0002975,5.759524,-7.621140,-0.131605,9.553596,90.789299,307.079437
45.0014839,5.788238,-7.745567,-0.186640,9.671212,91.105789,306.770660
45.0026741,5.833702,-7.874779,-0.253639,9.803497,91.482536,306.531342
45.0038605,5.869594,-8.006385,-0.315853,9.932477,91.822311,306.245667
45.0050468,5.891129,-8.135597,-0.373280,10.051501,92.128273,305.908966
45.0062370,5.915058,-8.276773,-0.425922,10.182057,92.397423,305.551788
45.0074234,5.950950,-8.410771,-0.488136,10.314706,92.712494,305.280914
45.0086136,5.986842,-8.544769,-0.545564,10.447631,92.993286,305.016785
45.0097961,6.020342,-8.688339,-0.579063,10.586173,93.135643,304.718933
45.0109825,6.063413,-8.839087,-0.598206,10.735561,93.194283,304.449249
45.0121727,6.125626,-8.977871,-0.600598,10.885136,93.162956,304.305817
45.0133591,6.173482,-9.104691,-0.605384,11.016976,93.149994,304.139435
45.0145454,6.206982,-9.229117,-0.624527,11.139715,93.213860,303.922546
45.0157356,6.240481,-9.353543,-0.641276,11.262486,93.264137,303.710358
45.0169220,6.269196,-9.485149,-0.660419,11.388900,93.324333,303.462646
45.0181122,6.300302,-9.614362,-0.684347,11.515124,93.407112,303.236877
45.0192986,6.336195,-9.736395,-0.705883,11.638000,93.477310,303.055054
45.0204849,6.369694,-9.853643,-0.729811,11.755846,93.559250,302.879852
45.0216751,6.403193,-9.963714,-0.765703,11.868563,93.699020,302.726868
45.0228615,6.441479,-10.066605,-0.784846,11.976859,93.757294,302.614594
45.0240440,6.472585,-10.174282,-0.789631,12.084448,93.746536,302.463348
45.0252342,6.501299,-10.277173,-0.796810,12.186963,93.748795,302.317291
45.0264206,6.541977,-10.392029,-0.789631,12.305090,93.679260,302.191193
45.0276108,6.575477,-10.499705,-0.763310,12.412226,93.525726,302.057007
45.0287971,6.608976,-10.588241,-0.734597,12.503161,93.368233,301.971619
45.0299835,6.630512,-10.681561,-0.713061,12.592374,93.246193,301.829681
45.0311737,6.628119,-10.767702,-0.681954,12.662560,93.087212,301.614594
45.0323601,6.630512,-10.849058,-0.648455,12.731310,92.919556,301.431610
45.0335503,6.637690,-10.939985,-0.626920,12.811527,92.804832,301.246735
45.0347366,6.647261,-11.026127,-0.607777,12.889179,92.702728,301.084290
45.0359230,6.652047,-11.121840,-0.576670,12.972185,92.547890,300.883942
45.0371132,6.666404,-11.215159,-0.552742,13.058570,92.425934,300.727661
45.0382996,6.687939,-11.303694,-0.545564,13.145329,92.378601,300.611084
45.0394821,6.711867,-11.385050,-0.545564,13.227477,92.363815,300.520782
45.0406723,6.738189,-11.480763,-0.545564,13.323240,92.346817,300.409149
45.0418587,6.788438,-11.583654,-0.547956,13.437418,92.337082,300.371826
45.0430489,6.857830,-11.681760,-0.543171,13.556857,92.296234,300.415253
45.0442352,6.915257,-11.772687,-0.526421,13.663604,92.207993,300.429901
45.0454216,6.977471,-11.870793,-0.497707,13.778554,92.070084,300.446350
45.0466118,7.051648,-11.978470,-0.464208,13.907730,91.912758,300.485046
45.0477982,7.116254,-12.074183,-0.440279,14.022155,91.799316,300.514160
45.0489845,7.166504,-12.157932,-0.423530,14.119260,91.718933,300.517273
45.0501747,7.216753,-12.244074,-0.406780,14.218451,91.639412,300.515442
45.0513611,7.264609,-12.318251,-0.387637,14.306087,91.552673,300.529694
45.0525513,7.310073,-12.375679,-0.366102,14.378061,91.459053,300.569519
45.0537376,7.353144,-12.433106,-0.337388,14.448691,91.338020,300.600769
45.0549202,7.393822,-12.497713,-0.313460,14.524451,91.236626,300.609161
45.0561104,7.427321,-12.550355,-0.291924,14.586354,91.146767,300.617126
45.0572968,7.467999,-12.598211,-0.279960,14.648014,91.095131,300.658722
45.0584831,7.506285,-12.643675,-0.291924,14.706871,91.137367,300.696716
45.0596733,7.549356,-12.693924,-0.306281,14.772348,91.188019,300.740875
45.0608597,7.601997,-12.746566,-0.306281,14.844498,91.182251,300.811676
45.0620499,7.637890,-12.784851,-0.315853,14.895957,91.214989,300.854828
45.0632362,7.685746,-12.832707,-0.332602,14.961942,91.273781,300.918182
45.0644226,7.743174,-12.897314,-0.342174,15.047077,91.303032,300.979401
45.0656128,7.817351,-12.969099,-0.354138,15.147076,91.339691,301.080200
45.0667992,7.898707,-13.033705,-0.358923,15.244535,91.349121,301.216766
45.0679893,7.980063,-13.079168,-0.370888,15.325913,91.386696,301.388855
45.0691757,8.063812,-13.131811,-0.394816,15.415103,91.467636,301.552704
45.0703583,8.135597,-13.186846,-0.421137,15.500264,91.556900,301.672424
45.0715485,8.204988,-13.225131,-0.454636,15.570249,91.673218,301.815826
45.0727348,8.260024,-13.253844,-0.488136,15.624681,91.790291,301.931885
45.0739212,8.307880,-13.275380,-0.519243,15.669275,91.898994,302.038788
45.0751114,8.372486,-13.296915,-0.535992,15.722397,91.953651,302.196838
45.0762978,8.451449,-13.318451,-0.521635,15.782276,91.894081,302.397858
45.0774879,8.530413,-13.332808,-0.485743,15.835645,91.757767,302.611359
45.0786743,8.604590,-13.349558,-0.454636,15.888875,91.639656,302.804199
45.0798607,8.664411,-13.361522,-0.437887,15.930914,91.575066,302.961792
45.0810509,8.721839,-13.366307,-0.433101,15.966096,91.554413,303.125427
45.0822372,8.767303,-13.359129,-0.428315,15.984848,91.535431,303.276001
45.0834274,8.812766,-13.330415,-0.430708,15.985942,91.543900,303.468781
45.0846138,8.836694,-13.282558,-0.440279,15.959554,91.580833,303.635254
45.0857964,8.848659,-13.213166,-0.437887,15.908434,91.577293,303.809631
45.0869865,8.863015,-13.127025,-0.421137,15.844531,91.523064,304.026154
45.0881729,8.860622,-13.052848,-0.404387,15.781349,91.468330,304.169708
45.0893593,8.853444,-12.964314,-0.394816,15.703910,91.440636,304.329498
45.0905495,8.836694,-12.844672,-0.387637,15.595610,91.424263,304.526642
