"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.185311667E0,4.999015629E-1,1.639879495E-1,-3.227607310E-1
3.195371667E0,5.152934790E-1,2.139939219E-1,-4.229422808E-1
3.205431667E0,5.057297945E-1,2.027529776E-1,-5.161976814E-1
3.215491667E0,4.743473828E-1,1.576148868E-1,-5.806496143E-1
3.225551667E0,4.215472937E-1,1.837977469E-1,-5.921071172E-1
3.235611667E0,3.559437990E-1,2.483687848E-1,-5.734137297E-1
3.245671667E0,2.300751060E-1,3.392158747E-1,-5.683408976E-1
3.255732375E0,-4.985262454E-2,4.961154461E-1,-5.768268108E-1
3.265792375E0,-4.205087125E-1,7.334113717E-1,-5.743695498E-1
3.275852375E0,-7.382534146E-1,9.663342834E-1,-5.144561529E-1
3.285912375E0,-9.510141611E-1,1.115741849E0,-3.355143368E-1
3.295972375E0,-1.097698331E0,1.097184777E0,-1.397604495E-1
3.306032375E0,-1.125854850E0,9.101263881E-1,1.305999979E-2
3.316092375E0,-9.300320745E-1,5.405680537E-1,9.233415872E-2
3.326152375E0,-4.884552360E-1,9.920342267E-2,1.057423726E-1
3.336212375E0,1.515271217E-1,-2.398385108E-1,1.688977927E-1
3.346273375E0,7.877160907E-1,-4.680791199E-1,2.070278674E-1
3.356333375E0,1.148336530E0,-5.983912945E-1,1.540644616E-1
3.366393375E0,1.108550191E0,-6.249712706E-1,3.015982360E-2
3.376453375E0,6.994521618E-1,-5.411380529E-1,-1.491356194E-1
3.386513375E0,-9.431549348E-3,-4.126229286E-1,-2.793064117E-1
3.396573375E0,-7.523981333E-1,-1.480936855E-1,-3.271993399E-1
3.406633375E0,-1.243476987E0,1.732933968E-1,-3.355928361E-1
3.416693375E0,-1.469672918E0,4.353103340E-1,-4.047664404E-1
3.426753375E0,-1.358649135E0,6.030482054E-1,-5.127892494E-1
3.436813375E0,-9.444600940E-1,5.866812468E-1,-5.765318871E-1
3.446873375E0,-3.696750700E-1,4.805151522E-1,-5.661420822E-1
3.456933375E0,2.024486661E-1,4.050677419E-1,-4.988074601E-1
3.466993375E0,6.373018622E-1,4.055212736E-1,-3.509780467E-1
3.477053375E0,8.950532079E-1,4.203637838E-1,-1.252484620E-1
3.487113375E0,9.747061729E-1,3.164941072E-1,8.857914060E-2
3.497173375E0,8.891602755E-1,9.377104044E-2,2.289687991E-1
3.507233375E0,7.415535450E-1,-1.150431633E-1,3.020086586E-1
3.517293375E0,5.852710009E-1,-2.448373735E-1,3.158445954E-1
3.527353375E0,4.654931426E-1,-2.715440989E-1,2.606662810E-1
3.537413375E0,3.993392289E-1,-1.204998270E-1,1.009775400E-1
3.547473375E0,3.379714489E-1,1.809154004E-1,-1.114119589E-1
3.557533375E0,2.598781288E-1,4.854850173E-1,-3.054806888E-1
3.567593375E0,1.136045530E-1,6.914706826E-1,-4.457453787E-1
3.577653375E0,-8.295269310E-2,7.776207328E-1,-4.843446314E-1
3.587713375E0,-2.623197734E-1,7.635552287E-1,-4.214402139E-1
3.597773375E0,-3.629241288E-1,6.676884294E-1,-2.761088610E-1
3.607833375E0,-3.221047819E-1,5.666776896E-1,-1.115356237E-1
3.617893375E0,-1.506209224E-1,4.468775988E-1,5.021237582E-2
3.627953375E0,4.115251079E-2,2.969701290E-1,1.905383319E-1
3.638013375E0,2.233407199E-1,1.520085186E-1,3.106815219E-1
3.648074375E0,3.740745485E-1,8.281169459E-3,3.266937733E-1
3.658134375E0,4.205208421E-1,-1.029865369E-1,2.179623842E-1
