ID,label,time,acc_x_min,acc_x_max,acc_x_avg,acc_x_std,acc_x_AUC,acc_x_pk,acc_x_cn,acc_x_pw,acc_y_min,acc_y_max,acc_y_avg,acc_y_std,acc_y_AUC,acc_y_pk,acc_y_cn,acc_y_pw,acc_z_min,acc_z_max,acc_z_avg,acc_z_std,acc_z_AUC,acc_z_pk,acc_z_cn,acc_z_pw,gyr_x_min,gyr_x_max,gyr_x_avg,gyr_x_std,gyr_x_AUC,gyr_x_pk,gyr_x_cn,gyr_x_pw,gyr_y_min,gyr_y_max,gyr_y_avg,gyr_y_std,gyr_y_AUC,gyr_y_pk,gyr_y_cn,gyr_y_pw,gyr_z_min,gyr_z_max,gyr_z_avg,gyr_z_std,gyr_z_AUC,gyr_z_pk,gyr_z_cn,gyr_z_pw
0,Still,0.0,9.349282296650717,9.655502392344498,9.449524484612203,0.055612892555166424,5.428450235841053,2.0833333333333335,10.416666666666666,86205.00147927781,0.145933014354067,0.23923444976076555,0.19448874712032604,0.02028385327227575,0.11172757813295327,2.0833333333333335,14.583333333333334,1899.0118529579136,3.2942583732057416,3.430622009569378,3.371167818536239,0.028088874784440287,1.9366283212867765,2.0833333333333335,10.416666666666666,30785.71778027746,0.006382978723404255,0.010638297872340425,0.008590425531914893,0.0009919178829240166,0.009679352712016783,1.0416666666666667,8.333333333333334,90.62817890555745,-0.0010638297872340426,0.018085106382978722,0.007539893617021276,0.0033984065031979057,0.008495654779742285,1.0416666666666667,10.416666666666666,130.4425192289626,0.0,0.00851063829787234,0.004973404255319149,0.001539569748766628,0.0056038357806412935,2.0833333333333335,11.458333333333334,74.98921761149889
1,Still,0.1,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008590425531914893,0.0009919178829240166,0.009679352712016783,1.0416666666666667,8.333333333333334,90.28495486146517,-0.0010638297872340426,0.018085106382978722,0.008071808510638299,0.0034336074611000136,0.009094995504944563,1.0416666666666667,10.416666666666666,137.19089459168654,0.0,0.00851063829787234,0.004747340425531915,0.0015952459326967184,0.005349115972430326,1.0416666666666667,12.5,74.36765114208362
2,Still,0.2,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008590425531914893,0.0009919178829240166,0.009679352712016783,1.0416666666666667,7.291666666666667,87.27519453705409,-0.0010638297872340426,0.018085106382978722,0.008085106382978722,0.0034332211836393457,0.00910997902307462,1.0416666666666667,10.416666666666666,137.8873142351771,0.0,0.00851063829787234,0.0047872340425531915,0.001568923532314109,0.005394066526820497,1.0416666666666667,12.5,75.2502271701298
3,Still,0.30000000000000004,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008577127659574468,0.0010815512004036668,0.009664369193886725,1.0416666666666667,8.333333333333334,89.33757777720872,-0.0010638297872340426,0.018085106382978722,0.007872340425531916,0.0034373392385964917,0.00887024273299371,1.0416666666666667,10.416666666666666,139.0848830186436,0.0,0.00851063829787234,0.004853723404255319,0.0015854611019636357,0.005468984117470782,2.0833333333333335,10.416666666666666,72.66667672937761
4,Still,0.4,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.011702127659574468,0.00865691489361702,0.001060416732443597,0.009754270302667067,1.0416666666666667,7.291666666666667,87.99887628974737,-0.0010638297872340426,0.018085106382978722,0.007938829787234042,0.0033764814078565165,0.008945160323643994,1.0416666666666667,10.416666666666666,135.20034326111366,0.0,0.00851063829787234,0.004906914893617021,0.0015184633077923928,0.005528918189991009,2.0833333333333335,12.5,76.13912818957662
5,Still,0.5,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008617021276595744,0.0009603973449610524,0.009709319748276896,1.0416666666666667,8.333333333333334,90.69810064500415,-0.0010638297872340426,0.018085106382978722,0.007978723404255319,0.0034142141565704706,0.008990110878034165,1.0416666666666667,10.416666666666666,139.25220921448133,0.0,0.00851063829787234,0.004933510638297872,0.0015620896926189381,0.005558885226251122,2.0833333333333335,14.583333333333334,78.43360138875204
6,Still,0.6,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008470744680851064,0.0010429296704091062,0.00954450104884627,1.0416666666666667,8.333333333333334,86.60150640186232,-0.0010638297872340426,0.018085106382978722,0.007579787234042554,0.003440527340958666,0.008540605334132454,1.0416666666666667,10.416666666666666,131.19178885000582,0.0,0.00851063829787234,0.004933510638297872,0.0015620896926189381,0.005558885226251122,2.0833333333333335,13.541666666666666,76.91679554531167
7,Still,0.7,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008523936170212765,0.001002116225033016,0.009604435121366496,1.0416666666666667,8.333333333333334,86.63574500079893,-0.0010638297872340426,0.018085106382978722,0.00761968085106383,0.00334913719522912,0.008585555888522627,1.0416666666666667,10.416666666666666,131.6568948322859,0.0,0.00851063829787234,0.005039893617021276,0.0015020710577908038,0.005678753371291578,3.125,11.458333333333334,76.35071703668943
8,Still,0.7999999999999999,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008590425531914893,0.0010060787403924328,0.009679352712016783,1.0416666666666667,8.333333333333334,90.3052895373577,-0.0010638297872340426,0.018085106382978722,0.007659574468085106,0.0033573901783105317,0.008630506442912798,1.0416666666666667,10.416666666666666,131.02232284598108,0.0,0.00851063829787234,0.004960106382978723,0.0015039535005224784,0.005588852262511237,2.0833333333333335,11.458333333333334,76.51822332129584
9,Still,0.8999999999999999,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008577127659574467,0.0009566153304480157,0.009664369193886725,1.0416666666666667,8.333333333333334,89.03189173272139,-0.0010638297872340426,0.018085106382978722,0.007872340425531916,0.0032944388440855365,0.00887024273299371,1.0416666666666667,10.416666666666666,134.25556329537838,0.0,0.00851063829787234,0.004906914893617022,0.0015184633077923928,0.005528918189991009,2.0833333333333335,12.5,75.95751849738416
10,Still,0.9999999999999999,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008550531914893616,0.0009727464060040741,0.009634402157626612,1.0416666666666667,8.333333333333334,87.9294094720235,-0.0010638297872340426,0.018085106382978722,0.007539893617021276,0.003377528687361813,0.008495654779742285,1.0416666666666667,10.416666666666666,129.69376250399213,0.0,0.00851063829787234,0.004986702127659575,0.001519394666191879,0.00561881929877135,2.0833333333333335,12.5,76.52191106823557
11,Still,1.0999999999999999,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008497340425531914,0.0010161349683381548,0.009574468085106385,1.0416666666666667,8.333333333333334,88.52657235748046,-0.0010638297872340426,0.018085106382978722,0.0077526595744680845,0.0032969874842428445,0.008735391069823196,1.0416666666666667,10.416666666666666,133.83990581815343,0.0,0.00851063829787234,0.004920212765957447,0.0015358898636149904,0.0055439017081210665,1.0416666666666667,11.458333333333334,75.7739234541164
12,Still,1.2,9.35645933014354,9.490430622009569,9.407568508046976,0.035429508530134296,0.7339237843157214,16.666666666666668,33.333333333333336,862.9298555609626,0.17942583732057416,0.23444976076555024,0.20465419747716398,0.017442312010233513,0.015965930299636905,16.666666666666668,33.333333333333336,19.262509431211534,3.3157894736842106,3.3947368421052633,3.3601565898216617,0.024596103127658874,0.2621398758016899,16.666666666666668,33.333333333333336,308.91856803001986,0.006382978723404255,0.010638297872340425,0.008563829787234042,0.0009648062312349496,0.00964938567575667,1.0416666666666667,8.333333333333334,87.71529749144413,-0.0010638297872340426,0.018085106382978722,0.0076861702127659585,0.0033003379595659206,0.00866047347917291,1.0416666666666667,10.416666666666666,131.0842565248229,0.0,0.00851063829787234,0.004893617021276596,0.001510113783678552,0.005513934671860952,1.0416666666666667,11.458333333333334,74.08268180091898
