ID,label,time,acc_x_min,acc_x_max,acc_x_avg,acc_x_std,acc_x_AUC,acc_x_pk,acc_x_cn,acc_x_pw,acc_y_min,acc_y_max,acc_y_avg,acc_y_std,acc_y_AUC,acc_y_pk,acc_y_cn,acc_y_pw,acc_z_min,acc_z_max,acc_z_avg,acc_z_std,acc_z_AUC,acc_z_pk,acc_z_cn,acc_z_pw,gyr_x_min,gyr_x_max,gyr_x_avg,gyr_x_std,gyr_x_AUC,gyr_x_pk,gyr_x_cn,gyr_x_pw,gyr_y_min,gyr_y_max,gyr_y_avg,gyr_y_std,gyr_y_AUC,gyr_y_pk,gyr_y_cn,gyr_y_pw,gyr_z_min,gyr_z_max,gyr_z_avg,gyr_z_std,gyr_z_AUC,gyr_z_pk,gyr_z_cn,gyr_z_pw
1,walking,2.7,-0.1037820606137017,-0.5668392519692298,-0.4336783163141633,-0.596264436350453,-0.3982781218047288,1.5460097219280642,0.0669371179800343,-0.2081040343502408,-0.7152155831349299,-1.0210283741504371,-0.952364770259268,-0.6667383129454192,-0.9082293247534504,-0.6068017169258038,0.0669371179800343,-0.3513961576839188,0.7827689801564831,0.0480403673972512,0.3971760324747699,-0.5747309695666953,0.418583724918832,-0.6068017169258038,0.0669371179800343,-0.0043553316291742,1.0007427842793188,-1.1133186589087951,0.0716073917175869,-1.4287714304562724,0.0714643443686895,-0.6009291054498022,-1.6021809067169457,-1.936321537909682,-0.3563363979791179,0.8616934461566015,0.5159383567156401,1.2455608822073962,0.516351541004936,-0.6009291054498022,-0.8795477658007965,-0.0902730020448199,-1.4070207648633148,0.2087193150182113,-0.1064914771847853,1.1504912591355412,-0.1068574759672174,-0.6009291054498022,-1.240864336258871,-0.4139668814229609
3,walking,3.1000000000000005,0.0092421703302584,-0.313696687910237,-0.1753035468550013,-0.4284152715492391,-0.1855337382211208,-0.4274007636879813,0.4580397131460264,-0.1572990643832252,-0.5867538962571607,-0.2197771279115381,-0.4172977901029177,0.3251573667372171,-0.4126380413348148,-0.4274007636879813,-1.2367381992399389,-0.1409835991652763,0.882561106014321,0.7876569023870041,0.7575265327889127,0.4366878269224288,0.6898991742221238,-0.4274007636879813,0.4580397131460264,0.063644418704037,1.2887276107469523,-1.1133186589087951,0.5005401637687208,-1.8045580976863005,0.5009340719715807,-0.6009291054498022,-0.8795477658007965,-1.6690386609840917,-0.3563363979791179,-0.1345278668533034,-0.7252564820536985,0.0387021051135559,-0.7263970761252901,-0.6009291054498022,0.2044019455734265,-0.1171427625379467,-0.495726313986283,0.2087193150182113,0.9115921167548138,0.0522593886434749,0.9125005965702851,-0.6009291054498022,-0.1569146248846475,0.1668599593298207
4,walking,3.3000000000000007,0.0401170821978767,-0.2832462055669088,-0.1506589903717153,-0.4214694397561335,-0.1624055647961489,-0.4274007636879813,0.4580397131460264,-0.1509637630944932,-0.5867538962571607,-0.2197771279115381,-0.3880628082351631,0.2865167197787117,-0.385201892050817,-0.4274007636879813,-1.2367381992399389,-0.1322082889098561,0.882561106014321,0.7876569023870041,0.7971711156547814,0.4726351224091612,0.7271044202773468,-0.4274007636879813,0.4580397131460264,0.13763549821031,1.2887276107469523,-1.0677311425664846,0.8919379933196864,-1.693005416276228,0.8928218693012226,1.0537270852554583,0.9270350864895756,-1.0772865430295224,-1.1834708995688048,-0.1345278668533034,-1.833187497411023,0.6064299406367195,-1.8357150447499413,1.0537270852554583,0.565718516031501,1.2011880364497234,-0.495726313986283,0.2087193150182113,1.41414657523738,0.0374623236821767,1.4156841732366914,-0.6009291054498022,0.2044019455734265,0.5568826258177291
5,walking,3.500000000000001,-0.7085995305918689,-0.2832462055669088,-0.213835299324635,0.0004766867004512,-0.2216946264923377,-0.4274007636879813,-1.2367381992399389,-0.1430440711996952,-0.5850998831213953,-0.0469798124451821,-0.2627766527923827,0.3313812959582574,-0.2676246115347794,1.904811628403709,0.4580397131460264,-0.0861611649015619,0.882561106014321,0.8613984319172326,0.9020321965333338,0.5858864114988159,0.8255133839661029,1.904811628403709,0.4580397131460264,0.1774389062832537,1.2887276107469523,-1.0690719518706702,0.9377188011407576,-1.6354729927533156,0.9386599874061544,1.0537270852554583,-0.1569146248846475,-1.2091373607738654,-0.6088162458411526,-0.1345278668533034,-1.7978691853734632,0.5016919173835778,-1.8003525198077892,1.0537270852554583,0.9270350864895756,1.1659374737039023,-0.495726313986283,0.8080610739891769,1.869353807038631,0.5789672090321764,1.871461252030857,1.0537270852554583,-0.518231195342722,0.5911730759225617
7,stairs_down,3.900000000000001,-0.8486393094199951,-0.2832462055669088,-0.348418225369294,0.462897529991962,-0.3479966459955939,-0.4274007636879813,-1.2367381992399389,-0.1198282970496426,-0.2609133085114023,-0.2197771279115381,-0.303000834822957,0.0191963673018189,-0.3053737939358388,1.904811628403709,0.4580397131460264,-0.1361895499345121,0.882561106014321,0.7876569023870041,0.9116767266340357,0.3535684691898398,0.8345644847608236,1.904811628403709,0.4580397131460264,0.1486475178017445,0.5549580528979137,-1.1133186589087951,0.0211864374614556,-1.3389960727411736,0.0209802711039938,-0.6009291054498022,-1.240864336258871,-1.7090203322557849,-0.3563363979791179,1.2666178560206542,0.7357098783150497,1.5979598474074863,0.7363981815654735,-0.6009291054498022,-0.8795477658007965,0.2197335703312732,-0.6403762268239072,0.2087193150182113,-0.0399925633065347,0.877015770373388,-0.0402753160342951,-0.6009291054498022,-0.518231195342722,-0.1048833411678999
8,walking,4.100000000000001,0.2303285928108829,-0.2832462055669088,-0.0871117379533844,-0.5362820959287572,-0.102768383838625,-0.4274007636879813,0.4580397131460264,-0.1491595494632398,-0.1352083101932418,-0.2197771279115381,-0.2309218827001582,-0.0809666102536706,-0.2377298699676003,1.904811628403709,0.4580397131460264,-0.14589914338801,0.882561106014321,0.8456228808237011,1.056831541442927,0.5582151124458571,0.9707879032121396,1.904811628403709,0.4580397131460264,0.1741566007893726,1.2887276107469523,-1.1133186589087951,0.305417572913516,-1.7057886181065394,0.3055672186928454,-0.6009291054498022,-1.240864336258871,-1.8877694148283035,-0.3563363979791179,0.3696164315204839,-0.2415877151125559,0.3690002532227354,-0.2421228328798338,-0.6009291054498022,0.2044019455734265,0.0405363112259447,-0.495726313986283,0.2087193150182113,0.0627408698671536,0.7428122113067734,0.0625867230442992,-0.6009291054498022,-1.240864336258871,-0.5978556279207
12,walking,4.900000000000002,-0.9605608649401116,-0.1225557083816352,-0.4052189435104513,1.019358025423917,-0.4013024078875803,-0.4274007636879813,-1.2367381992399389,-0.0742826873293008,-0.595023961935987,-0.5730760977503935,-0.5473134747296963,-0.1558840845194915,-0.5346538424328791,-0.4274007636879813,-1.2367381992399389,-0.2457469276966196,0.1834648872975335,1.1802113133190657,0.7527970036049141,1.5835011239352323,0.6854606536400969,-0.4274007636879813,0.4580397131460264,0.1364974241401529,1.2887276107469523,-1.1133186589087951,0.4248200671660194,-1.754997442785992,0.4251191858612929,-0.6009291054498022,-1.6021809067169457,-1.9153862244341135,-0.3563363979791179,0.2274906452768098,-0.5856383179822071,0.3923282232043605,-0.5866041323372342,-0.6009291054498022,-0.8795477658007965,-0.1960432703749851,-0.495726313986283,0.2087193150182113,1.1080742409604185,0.0119022804654951,1.1092286851187605,-0.6009291054498022,-0.8795477658007965,-0.2351081837601601
13,walking,5.100000000000002,-0.599434663631361,-0.1225557083816352,-0.3537737216511749,0.641259927378353,-0.3530226178311246,-0.4274007636879813,-1.2367381992399389,-0.0928072406303063,-0.5514682826941681,-0.5730760977503935,-0.5423984738129922,-0.2126735626186224,-0.5300412622201848,-0.4274007636879813,0.4580397131460264,-0.2145544446699739,0.975185841617176,1.1802113133190657,1.432829111570797,0.4249836663397605,1.3236502894832531,-0.4274007636879813,-1.2367381992399389,0.1618550283789024,1.116462714549418,-1.1133186589087951,0.2719907855373821,-1.6132094207277476,0.2720985862998965,-0.6009291054498022,-0.518231195342722,-1.538795267282928,-0.3563363979791179,1.1191288325602375,0.7099674098759582,1.5496795277103437,0.7106234876536628,-0.6009291054498022,-0.518231195342722,0.3708347864580122,-0.495726313986283,0.2087193150182113,0.1936402874523855,0.5690288383139043,0.1936500058633727,-0.6009291054498022,-0.8795477658007965,-0.41599832985713
14,walking,5.3000000000000025,0.1790541856021595,-0.1225557083816352,-0.0624671814700991,-0.1987764175112082,-0.0796402104136532,-0.4274007636879813,0.4580397131460264,-0.1331243152895181,-0.436238700902521,-0.5730760977503935,-0.578797301356509,-0.2316783491593541,-0.5642004647387229,-0.4274007636879813,-1.2367381992399389,-0.2417858890683958,1.0606431869650483,1.1802113133190657,1.1479445301346605,0.5231468672431333,1.0562946967776516,-0.4274007636879813,-1.2367381992399389,0.1221948881861612,1.2887276107469523,-1.1133186589087951,0.4100129756757956,-1.7579431751683867,0.4102935582495622,-0.6009291054498022,-1.6021809067169457,-1.930099276004805,-0.3563363979791179,-0.1345278668533034,-0.3054857825813459,0.2197560798812121,-0.3061008905576018,-0.6009291054498022,-0.518231195342722,-0.3552593805375818,-0.495726313986283,0.2087193150182113,-0.2345831628507133,1.1060355580589971,-0.2351095120335681,-0.6009291054498022,-0.8795477658007965,-0.1438331234972568
16,walking,5.700000000000003,0.1134449978834704,-0.1225557083816352,-0.0491364006818682,-0.2488243917369454,-0.0671296744594119,1.904811628403709,0.4580397131460264,-0.1311228750524978,0.0456304593170944,-0.2142740286928643,-0.0284563024851693,-0.1833267195410147,-0.0477220256399623,-0.4274007636879813,0.4580397131460264,-0.1267486036368407,1.996814621808192,1.1802113133190657,1.783648893983853,-0.3783936838499406,1.6528840808912264,-0.4274007636879813,0.4580397131460264,0.2759687673364955,1.2887276107469523,-1.1133186589087951,0.9095232616563792,-1.6980995425821048,0.9104291515945954,1.0537270852554583,-0.518231195342722,-1.3688974998906625,-0.7534661586787768,-0.1345278668533034,-1.749812636944114,0.4718435080533257,-1.7522358122295976,1.0537270852554583,-0.518231195342722,0.4852332668519842,-0.495726313986283,2.156915233999896,1.5231161287792063,0.5384632535807821,1.5247901393134404,-0.6009291054498022,1.6496682274057246,2.023804315059264
