Keuwl Accelerometer Data File
2022-12-12 11-01-27

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
68.7919769,0.033500,3.280560,0.382852,3.302994,83.343857,89.414940
68.7931595,-0.021535,3.261417,0.428315,3.289492,82.518440,90.378326
68.7943497,-0.071785,3.242275,0.459422,3.275449,81.936974,91.268333
68.7955399,-0.119641,3.227918,0.497707,3.268253,81.240608,92.122665
68.7967148,-0.174676,3.218346,0.533599,3.266955,80.599625,93.106682
68.7979050,-0.222533,3.199204,0.569492,3.257107,79.930313,93.979012
68.7990952,-0.263211,3.187240,0.605384,3.254884,79.280991,94.720924
68.8002777,-0.291924,3.189633,0.646062,3.267472,78.596024,95.229309
68.8014679,-0.315853,3.192025,0.686740,3.280305,77.915588,95.651054
68.8026581,-0.342174,3.187240,0.732204,3.288115,77.133400,96.127655
68.8038406,-0.366102,3.184847,0.780060,3.299360,76.324203,96.557434
68.8050308,-0.378066,3.196811,0.830309,3.324447,75.536766,96.744667
68.8062210,-0.387637,3.225525,0.878166,3.365330,74.873863,96.852829
68.8073959,-0.394816,3.249453,0.930808,3.403120,74.126396,96.927605
68.8085861,-0.390030,3.259024,0.978664,3.425076,73.397209,96.824524
68.8097763,-0.366102,3.268596,1.014557,3.441958,72.856758,96.390823
68.8109665,-0.339781,3.292524,1.050449,3.472695,72.392891,95.891937
68.8121490,-0.303888,3.314059,1.088734,3.501525,71.884628,95.239189
68.8133392,-0.253639,3.328416,1.127020,3.523189,71.343956,94.357758
68.8145294,-0.198604,3.340380,1.165305,3.543377,70.799896,93.402550
68.8157120,-0.112463,3.347559,1.201197,3.558324,70.270874,91.924149
68.8169022,-0.009571,3.345166,1.229911,3.564114,69.813210,90.163933
68.8180923,0.086142,3.342773,1.256232,3.572068,69.409775,88.523842
68.8192673,0.191426,3.340380,1.280160,3.582401,69.062645,86.720161
68.8204575,0.318245,3.330809,1.308874,3.592871,68.635643,84.542191
68.8216476,0.449851,3.314059,1.339981,3.602902,68.166107,82.269913
68.8228302,0.605384,3.280560,1.363909,3.603999,67.762718,79.544441
68.8240204,0.787239,3.239882,1.390230,3.612384,67.365501,76.342728
68.8252106,0.966700,3.199204,1.423729,3.632688,66.925873,73.186806
68.8263931,1.160519,3.156133,1.457229,3.664901,66.570671,69.811386
68.8275833,1.373480,3.115455,1.497907,3.719709,66.253258,66.209229
68.8287735,1.593620,3.074777,1.543371,3.791553,65.980034,62.602840
68.8299484,1.828117,3.041278,1.591227,3.888879,65.847061,58.989861
68.8311386,2.072184,3.019742,1.636691,4.011427,65.920296,55.541607
68.8323288,2.316252,3.000600,1.682154,4.147079,66.069771,52.334381
68.8335190,2.569891,2.979064,1.737189,4.300813,66.176460,49.217285
68.8347015,2.842673,2.969493,1.799403,4.487374,66.359772,46.249977
68.8358917,3.120241,2.969493,1.854438,4.689641,66.707031,43.581966
68.8370819,3.378666,2.974278,1.902294,4.886762,67.090607,41.357834
68.8382645,3.639483,2.991028,1.954936,5.100379,67.462234,39.414314
68.8394547,3.909872,3.010171,2.017149,5.330771,67.765556,37.592308
68.8406448,4.182654,3.024528,2.098505,5.571902,67.875351,35.871147
68.8418198,4.467400,3.053242,2.184647,5.835463,68.014359,34.350632
68.8430099,4.740181,3.093920,2.266003,6.097248,68.182983,33.132515
68.8442001,5.010571,3.132205,2.364109,6.364396,68.194405,32.010303
68.8453827,5.297709,3.177669,2.488536,6.660038,68.058990,30.956146
68.8465729,5.594419,3.223132,2.624926,6.969674,67.875458,29.947683
68.8477631,5.907879,3.270988,2.766103,7.297515,67.725319,28.971785
68.8489456,6.240481,3.299702,2.916851,7.638041,67.549522,27.867992
68.8501358,6.585048,3.316452,3.081956,7.991255,67.314903,26.731367
68.8513260,6.943971,3.340380,3.249453,8.362764,67.134941,25.689768
68.8525009,7.324430,3.349952,3.416951,8.749001,67.011070,24.577787
68.8536911,7.731210,3.352345,3.598805,9.163035,66.874123,23.442129
68.8548813,8.147561,3.345166,3.790231,9.588469,66.715904,22.321714
68.8560715,8.575876,3.333202,3.984050,10.026392,66.586990,21.239704
68.8572540,9.016156,3.326024,4.177868,10.478935,66.503563,20.248814
68.8584442,9.456435,3.304488,4.374080,10.930525,66.411125,19.261627
68.8596344,9.887143,3.270988,4.567898,11.371924,66.316628,18.305895
68.8608170,10.341780,3.227918,4.766503,11.836021,66.252197,17.334396
68.8620071,10.827522,3.172883,4.984250,12.334714,66.166321,16.332624
68.8631973,11.310873,3.098705,5.206782,12.831539,66.059982,15.320737
68.8643723,11.794223,3.014956,5.434100,13.331284,65.944572,14.339436
68.8655624,12.287145,2.945565,5.678168,13.852504,65.801323,13.480962
68.8667526,12.784851,2.873780,5.934200,14.384914,65.636169,12.668390
68.8679352,13.289737,2.787638,6.197411,14.926351,65.468132,11.846539
68.8691254,13.813766,2.706282,6.467800,15.491175,65.322197,11.084539
68.8703156,14.347364,2.622534,6.745367,16.069366,65.180214,10.358655
68.8715057,14.897714,2.541178,7.010970,16.659927,65.113106,9.680063
68.8726883,15.460027,2.459822,7.259824,17.255960,65.120331,9.040466
68.8738785,16.017555,2.371287,7.487142,17.839350,65.184471,8.421075
68.8750610,16.584654,2.282753,7.697711,18.425974,65.306496,7.837088
68.8762436,17.154146,2.189433,7.893922,19.009796,65.464592,7.273499
68.8774338,17.721245,2.088934,8.075776,19.586330,65.649536,6.722854
68.8786240,18.297915,1.983650,8.240881,20.165829,65.879585,6.187188
68.8798065,18.872192,1.864009,8.391629,20.737734,66.130486,5.640816
68.8809967,19.434505,1.720439,8.528020,21.292887,66.389915,5.058921
68.8821869,19.996819,1.562513,8.638090,21.838745,66.700363,4.467905
68.8833694,20.554346,1.392623,8.719446,22.370724,67.059784,3.876049
68.8845596,21.095125,1.201197,8.774481,22.878782,67.448082,3.259012
68.8857498,21.633509,0.988236,8.800801,23.376045,67.883690,2.615498
68.8869247,22.171894,0.751346,8.810373,23.870068,68.340057,1.940858
68.8881149,22.707888,0.497707,8.793623,24.356184,68.835754,1.255597
68.8893051,23.234308,0.222533,8.767303,24.834415,69.327225,0.548748
68.8904877,23.746372,-0.076570,8.721839,25.297560,69.832245,359.815247
68.8916779,24.251257,-0.406780,8.657232,25.753382,70.356964,359.039032
68.8928680,24.756144,-0.760918,8.578269,26.211302,70.896622,358.239471
68.8940582,25.251457,-1.127020,8.489735,26.664244,71.434174,357.444489
68.8952408,25.744379,-1.514657,8.386844,27.118378,71.984886,356.632904
68.8964310,26.249264,-1.928615,8.274381,27.590014,72.548111,355.797852
68.8976135,26.737400,-2.364109,8.164310,28.055899,73.082069,354.947083
68.8987961,27.220751,-2.813959,8.063812,28.529156,73.581474,354.097992
68.8999863,27.704100,-3.273381,7.970492,29.013117,74.054649,353.261444
68.9011765,28.182665,-3.737589,7.877172,29.500542,74.513107,352.445496
68.9023590,28.670801,-4.206582,7.786245,30.005596,74.960014,351.653107
68.9035492,29.163723,-4.677969,7.697711,30.523121,75.392693,350.887177
68.9047394,29.649466,-5.149354,7.613962,31.041571,75.801460,350.147461
68.9059219,30.116066,-5.618348,7.532606,31.548113,76.186302,349.432587
68.9071121,30.597023,-6.084948,7.467999,32.077648,76.537430,348.752136
68.9083023,31.080374,-6.537191,7.396215,32.610252,76.890877,348.122009
