Keuwl Accelerometer Data File
2022-12-12 11-23-19

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
46.4982681,-2.287539,7.314859,-0.722632,7.698194,95.386307,107.365761
46.4994545,-2.227718,7.317252,-0.658026,7.677102,94.917015,106.932732
46.5006409,-2.175076,7.312466,-0.591027,7.651956,94.429863,106.564987
46.5018311,-2.124826,7.314859,-0.524028,7.635224,93.935471,106.197571
46.5030174,-2.072184,7.324430,-0.452243,7.625336,93.400093,105.796951
46.5042000,-2.012364,7.326823,-0.392423,7.608281,92.956535,105.357986
46.5053902,-1.950150,7.331609,-0.337388,7.594038,92.546379,104.895332
46.5065765,-1.885544,7.331609,-0.284746,7.575543,92.154114,104.422775
46.5077629,-1.828117,7.334002,-0.227318,7.561830,91.722641,103.996651
46.5089531,-1.777867,7.353144,-0.174676,7.567037,91.322723,103.592300
46.5101357,-1.730011,7.379465,-0.133998,7.580725,91.012825,103.193916
46.5113220,-1.682154,7.391429,-0.110070,7.581225,90.831894,102.821098
46.5125122,-1.622334,7.403393,-0.086142,7.579553,90.651184,102.360069
46.5136986,-1.564906,7.427321,-0.059821,7.590627,90.451546,101.897964
46.5148849,-1.512264,7.453642,-0.033500,7.605580,90.252365,101.469017
46.5160713,-1.464407,7.482357,0.000000,7.624313,90.000000,101.073654
46.5172577,-1.411765,7.513463,0.033500,7.645020,89.748940,100.641685
46.5184479,-1.347159,7.544570,0.062213,7.664153,89.534897,100.124046
46.5196304,-1.270589,7.566105,0.083749,7.672507,89.374580,99.532829
46.5208168,-1.186840,7.599605,0.102891,7.692410,89.233604,98.876259
46.5220070,-1.103091,7.642675,0.126820,7.722913,89.059090,98.212959
46.5231934,-1.024128,7.666604,0.150748,7.736173,88.883461,97.608696
46.5243835,-0.928415,7.690532,0.177069,7.748393,88.690544,96.883537
46.5255661,-0.818345,7.721639,0.212961,7.767802,88.428986,96.049667
46.5267525,-0.701097,7.755138,0.246461,7.790664,88.187126,95.165733
46.5279427,-0.581456,7.793423,0.289532,7.820446,87.878288,94.266846
46.5291290,-0.457029,7.824530,0.346959,7.845541,87.465340,93.342834
46.5303116,-0.315853,7.858029,0.416351,7.875388,86.969513,92.301758
46.5315018,-0.157926,7.908279,0.492921,7.925200,86.434090,91.144028
46.5326881,-0.002393,7.963314,0.581456,7.984514,85.823853,90.017220
46.5338783,0.150748,8.018349,0.689133,8.049320,85.088676,88.922943
46.5350647,0.323031,8.078169,0.813560,8.125457,84.253639,87.710068
46.5362473,0.492921,8.157132,0.952343,8.227317,83.352890,86.541916
46.5374374,0.669990,8.250452,1.105484,8.351105,82.393097,85.357399
46.5386238,0.854238,8.338987,1.265803,8.477658,81.413033,84.151077
46.5398102,1.026521,8.429914,1.435694,8.612690,80.404274,83.057205
46.5409966,1.203590,8.535198,1.629512,8.772317,79.294777,81.973366
46.5421829,1.366302,8.652447,1.832902,8.949366,78.181740,81.026558
46.5433693,1.526621,8.781659,2.029114,9.141412,77.175270,80.138145
46.5445595,1.686940,8.915657,2.227718,9.343309,76.206154,79.285675
46.5457420,1.840081,9.056833,2.419144,9.553239,75.331413,78.515511
46.5469322,1.990828,9.217153,2.615355,9.785672,74.498489,77.811821
46.5481186,2.124826,9.389436,2.821138,10.031710,73.666847,77.248756
46.5493050,2.268396,9.571291,3.012564,10.287409,72.971947,76.666901
46.5504951,2.404787,9.757931,3.211168,10.550441,72.280128,76.155655
46.5516777,2.522035,9.963714,3.426522,10.834081,71.562347,75.795525
46.5528641,2.641676,10.179068,3.649055,11.131373,70.863663,75.451523
