"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.245585733E1,4.063183963E-1,-1.497643292E-1,-1.098349094E0
2.246591833E1,5.074849725E-1,-1.078437641E-1,-1.101774693E0
2.247597933E1,5.549436212E-1,-7.051469386E-2,-1.067223191E0
2.248603933E1,5.578960180E-1,-6.721211225E-2,-9.708518982E-1
2.249610033E1,5.004729033E-1,-1.271753460E-1,-8.046218753E-1
2.250616096E1,3.819220066E-1,-1.409353614E-1,-5.658521652E-1
2.251622096E1,1.877608448E-1,-1.440149099E-1,-3.132432699E-1
2.252628196E1,-2.572453208E-2,-1.393562406E-1,-1.076746657E-1
2.253634296E1,-2.041740119E-1,-1.163717881E-1,1.938287541E-2
2.254640396E1,-3.111875355E-1,-8.568791300E-2,9.980873764E-2
2.255646396E1,-3.558863401E-1,-9.685144573E-2,1.587852985E-1
2.256652496E1,-3.694178760E-1,-1.512425244E-1,2.248457968E-1
2.257658596E1,-3.475825787E-1,-2.110648006E-1,2.939349711E-1
2.258664596E1,-3.204074204E-1,-2.320334613E-1,3.565320373E-1
2.259670696E1,-3.204248548E-1,-2.283894569E-1,4.111158550E-1
2.260676796E1,-3.533031642E-1,-2.297668457E-1,4.614509344E-1
2.261682896E1,-3.981238008E-1,-2.709937394E-1,5.006592274E-1
2.262688896E1,-4.071561694E-1,-3.104580343E-1,5.076875687E-1
2.263694996E1,-3.644241393E-1,-2.861264050E-1,5.162395835E-1
2.264701096E1,-2.961577475E-1,-2.466650307E-1,5.351879597E-1
2.265707196E1,-2.198621929E-1,-2.146236151E-1,5.560106635E-1
2.266713196E1,-1.556349993E-1,-2.131785899E-1,5.763569474E-1
2.267719296E1,-1.167410016E-1,-2.330886871E-1,6.166067123E-1
2.268725396E1,-1.321412623E-1,-2.804271579E-1,6.652871966E-1
2.269731396E1,-1.822481900E-1,-3.416178524E-1,7.041147351E-1
2.270737496E1,-2.461315691E-1,-3.856047690E-1,7.242698073E-1
2.271743596E1,-3.075053990E-1,-4.097409546E-1,7.186957598E-1
2.272749696E1,-3.314365447E-1,-4.197022319E-1,6.970988512E-1
2.273755696E1,-2.986384034E-1,-4.010461569E-1,6.568855047E-1
2.274761796E1,-2.022838891E-1,-3.913181424E-1,5.957134962E-1
2.275767896E1,-4.079756886E-2,-3.657244742E-1,5.318522453E-1
2.276773896E1,1.408153623E-1,-3.142314553E-1,4.690722227E-1
2.277779996E1,2.616365254E-1,-2.152444124E-1,3.918912411E-1
2.278786096E1,3.101230860E-1,-1.255486012E-1,3.243960738E-1
2.279792196E1,2.941316068E-1,-6.746751070E-2,2.648210824E-1
2.280798196E1,1.946910173E-1,-3.015795164E-2,2.196349502E-1
2.281804296E1,5.504719913E-2,-2.983408421E-2,2.105333656E-1
2.282810396E1,-9.629012644E-2,-5.444249138E-2,2.157358527E-1
2.283816496E1,-1.968569309E-1,-7.914266735E-2,2.097885907E-1
2.284822496E1,-2.653313279E-1,-7.960925251E-2,1.857935190E-1
2.285828596E1,-3.384881914E-1,-8.647891134E-2,1.412763596E-1
2.286834696E1,-4.341121912E-1,-1.093546674E-1,6.748362631E-2
2.287840696E1,-5.147830248E-1,-1.425876915E-1,-7.783635706E-2
2.288846796E1,-5.481843948E-1,-1.581405401E-1,-2.901653647E-1
2.289852896E1,-4.922889471E-1,-1.308208704E-1,-5.027812123E-1
2.290858996E1,-3.411561549E-1,-5.957837775E-2,-6.659783721E-1
2.291864996E1,-1.010585278E-1,4.723050073E-2,-7.259052992E-1
2.292871096E1,1.982557476E-1,1.311866492E-1,-6.818832755E-1
2.293877196E1,5.062953830E-1,1.563205421E-1,-5.656187534E-1
2.294883196E1,7.217845321E-1,1.605762690E-1,-3.990409672E-1
2.295889296E1,7.793707848E-1,1.568240523E-1,-2.425832301E-1
2.296895396E1,6.540608406E-1,1.419100910E-1,-1.201366782E-1
2.297901496E1,3.872307241E-1,1.558315456E-1,-3.118511848E-2
2.298907496E1,9.259216487E-2,1.475597620E-1,4.041343182E-2
2.299913596E1,-1.473002434E-1,9.598517418E-2,1.137027293E-1
2.300919696E1,-3.140061200E-1,1.645652577E-2,1.917911470E-1
2.301925696E1,-4.408227503E-1,-1.416336894E-1,2.867787182E-1
2.302931796E1,-5.591691136E-1,-3.453442156E-1,3.231228888E-1
2.303937896E1,-6.545290947E-1,-5.478726625E-1,2.909500003E-1
2.304943996E1,-7.339882851E-1,-7.665748596E-1,2.235448807E-1
2.305949996E1,-7.392871380E-1,-9.231993556E-1,1.373103857E-1
2.306956096E1,-6.788318157E-1,-9.364517927E-1,1.474079490E-2
2.307962196E1,-5.743520260E-1,-8.006565571E-1,-1.395531148E-1
2.308968296E1,-4.679419994E-1,-5.847383738E-1,-3.076023161E-1
2.309974296E1,-3.489012718E-1,-3.609269857E-1,-4.376121163E-1
2.310980396E1,-2.039254308E-1,-1.521050632E-1,-5.084266067E-1
2.311986496E1,-5.454981700E-2,1.693041995E-2,-5.233160257E-1
2.312992496E1,1.415494271E-2,1.069023833E-1,-4.828524888E-1
2.313998596E1,-2.946369164E-2,1.384334862E-1,-4.041047990E-1
2.315004696E1,-1.432368606E-1,1.212052330E-1,-3.153948784E-1
2.316010796E1,-3.013838828E-1,9.552729875E-2,-2.308357805E-1
2.317016796E1,-4.486524165E-1,8.697535843E-2,-1.435101926E-1
2.318022896E1,-5.478249788E-1,6.331244856E-2,-2.984298579E-2
2.319028996E1,-5.944353938E-1,3.395242989E-2,1.062264368E-1
2.320034996E1,-6.113912463E-1,7.832275704E-3,2.436960936E-1
2.321041096E1,-6.494526267E-1,-1.377554797E-2,3.809881806E-1
2.322047196E1,-7.169373631E-1,-5.702375621E-2,5.227267146E-1
2.323053296E1,-8.125957251E-1,-1.065694764E-1,6.729258299E-1
2.324059296E1,-9.255352020E-1,-1.570051312E-1,8.088122606E-1
2.325065396E1,-1.060637236E0,-2.101820558E-1,9.239060879E-1
2.326071496E1,-1.224008679E0,-2.804070115E-1,1.022517085E0
2.327077496E1,-1.387187481E0,-3.890349567E-1,1.087950706E0
2.328083596E1,-1.491352916E0,-4.746104181E-1,1.131176949E0
2.329089696E1,-1.546029925E0,-5.124662519E-1,1.160639167E0
2.330095796E1,-1.591905951E0,-5.119186044E-1,1.168832302E0
2.331101796E1,-1.620974302E0,-4.711970687E-1,1.151144147E0
2.332107896E1,-1.616621733E0,-3.945998251E-1,1.116460443E0
2.333113996E1,-1.590292573E0,-3.178445697E-1,1.069576263E0
2.334119996E1,-1.548879862E0,-2.908566594E-1,1.021533251E0
2.335126096E1,-1.510011554E0,-2.944473922E-1,9.928462505E-1
2.336132196E1,-1.487206459E0,-2.966028750E-1,9.805294871E-1
2.337138296E1,-1.491636634E0,-3.030775487E-1,9.823987484E-1
2.338144296E1,-1.535470366E0,-3.709398508E-1,9.834389091E-1
2.339150396E1,-1.587317348E0,-4.734507799E-1,9.447703362E-1
2.340156496E1,-1.581246614E0,-4.994714558E-1,8.683322668E-1
2.341162496E1,-1.518523097E0,-4.397769570E-1,7.565436959E-1
2.342168596E1,-1.405228257E0,-3.456842005E-1,6.340134144E-1
2.343174696E1,-1.277664423E0,-2.464361787E-1,5.107825994E-1
2.344180796E1,-1.172946215E0,-1.537281573E-1,4.065401852E-1
2.345186796E1,-1.099855542E0,-5.732545629E-2,3.424890339E-1
2.346192896E1,-1.114218116E0,2.472132072E-2,3.358314037E-1
2.347198996E1,-1.214391589E0,6.527514011E-2,3.732440174E-1
2.348204996E1,-1.341189742E0,1.118724272E-1,4.129905105E-1
2.349211096E1,-1.438297391E0,1.815953106E-1,4.373027682E-1
2.350217204E1,-1.486057639E0,2.410649657E-1,4.310081303E-1
2.351223304E1,-1.519763947E0,2.831626236E-1,3.818475008E-1
2.352229304E1,-1.534511566E0,3.220435679E-1,3.178176880E-1
2.353235404E1,-1.523447394E0,3.125291765E-1,2.683201730E-1
2.354241504E1,-1.486568809E0,2.229592204E-1,2.291188240E-1
2.355247504E1,-1.429415464E0,6.577412039E-2,2.223283052E-1
2.356253604E1,-1.354555726E0,-1.091928333E-1,2.565708458E-1
2.357259704E1,-1.271550298E0,-2.165579051E-1,3.131430447E-1
2.358265804E1,-1.201668859E0,-2.191439569E-1,3.651331067E-1
2.359271804E1,-1.151302576E0,-1.700435132E-1,4.119200706E-1
2.360277904E1,-1.103188038E0,-1.285080165E-1,4.138728082E-1
2.361284004E1,-1.044211030E0,-1.029667035E-1,3.660102189E-1
2.362290004E1,-9.703975916E-1,-6.548333913E-2,3.178118467E-1
2.363296104E1,-9.183828831E-1,-5.978869647E-2,2.854900956E-1
2.364302204E1,-8.777744770E-1,-7.130350918E-2,2.362816930E-1
2.365308304E1,-8.558608890E-1,-8.761404455E-2,1.803617030E-1
2.366314304E1,-8.607383966E-1,-1.058552712E-1,1.365156323E-1
2.367320404E1,-8.830663562E-1,-1.167824864E-1,1.026902944E-1
2.368326504E1,-9.110540748E-1,-9.566166997E-2,9.032704681E-2
2.369332504E1,-9.020427465E-1,-4.403975233E-2,6.438226998E-2
2.370338604E1,-8.579676747E-1,2.323804423E-2,3.178986162E-2
2.371344704E1,-8.092856407E-1,6.224909425E-2,-6.403064355E-3
2.372350804E1,-7.627580762E-1,3.536788374E-2,-3.701345623E-2
2.373356804E1,-7.104482651E-1,-4.764923826E-2,-5.875043944E-2
2.374362904E1,-6.493559480E-1,-1.607959419E-1,-7.702974230E-2
2.375369004E1,-5.897865891E-1,-2.409254014E-1,-8.927202970E-2
2.376375004E1,-5.446302295E-1,-3.246547878E-1,-9.153033793E-2
2.377381104E1,-5.058708787E-1,-4.097081721E-1,-8.440185338E-2
2.378387204E1,-4.470792115E-1,-4.311984479E-1,-6.147590280E-2
2.379393304E1,-3.858363628E-1,-3.729489744E-1,-3.381178528E-2
2.380399304E1,-3.487928212E-1,-2.668735981E-1,-7.792486344E-3
2.381405404E1,-3.244099915E-1,-1.687930822E-1,1.979450695E-3
2.382411504E1,-3.249184787E-1,-1.106224805E-1,2.269668877E-2
2.383417604E1,-3.583858907E-1,-8.331176639E-2,8.847570419E-2
2.384423604E1,-4.392809570E-1,-9.482978284E-2,1.886696517E-1
2.385429704E1,-5.531555414E-1,-1.385807246E-1,2.975034416E-1
2.386435804E1,-6.669492722E-1,-2.064948082E-1,3.857340515E-1
2.387441804E1,-7.488326430E-1,-2.694183886E-1,4.482254088E-1
2.388447904E1,-7.791666389E-1,-3.218351901E-1,4.922108948E-1
2.389454004E1,-7.642713189E-1,-3.719976842E-1,5.073235631E-1
2.390460004E1,-7.259604335E-1,-3.948960006E-1,5.027825236E-1
2.391466104E1,-6.960403323E-1,-4.417740107E-1,4.853582680E-1
2.392472204E1,-6.621851325E-1,-5.189816356E-1,4.654081166E-1
2.393478304E1,-6.199582815E-1,-5.683134794E-1,4.484104812E-1
2.394484304E1,-5.778138638E-1,-6.079954505E-1,4.450294077E-1
2.395490404E1,-5.590763688E-1,-6.386835575E-1,4.536606967E-1
2.396496504E1,-5.887029767E-1,-7.045166492E-1,4.597798586E-1
2.397502504E1,-6.438668966E-1,-7.958157063E-1,4.433364272E-1
2.398508604E1,-6.920045614E-1,-8.450307250E-1,4.060154259E-1
2.399514704E1,-7.097060084E-1,-8.223227262E-1,3.232068121E-1
2.400520804E1,-6.955254078E-1,-7.310920954E-1,1.819667220E-1
2.401526804E1,-6.652417779E-1,-5.953020453E-1,4.562915303E-3
2.402532904E1,-6.211228967E-1,-4.211952090E-1,-1.538335681E-1
2.403539004E1,-5.657800436E-1,-2.586510181E-1,-2.445037961E-1
2.404545004E1,-5.372913480E-1,-1.694224179E-1,-2.641735673E-1
2.405551104E1,-5.489253402E-1,-1.231417358E-1,-2.424086332E-1
2.406557204E1,-6.048880219E-1,-1.308449358E-1,-2.077702582E-1
2.407563304E1,-6.782269478E-1,-1.847763509E-1,-1.694526970E-1
2.408569304E1,-7.310627103E-1,-2.388837039E-1,-1.430365741E-1
2.409575404E1,-7.283346057E-1,-2.818266451E-1,-1.337128580E-1
2.410581504E1,-6.849771142E-1,-3.390821815E-1,-1.208189502E-1
2.411587504E1,-6.081694365E-1,-4.163998663E-1,-9.070126712E-2
2.412593604E1,-5.568149686E-1,-4.969771802E-1,-5.456837267E-2
2.413599704E1,-5.398522019E-1,-5.460963249E-1,-1.170958765E-2
2.414605804E1,-5.624789596E-1,-5.753359199E-1,5.079480261E-2
2.415611804E1,-6.060735583E-1,-5.817089081E-1,1.272200644E-1
2.416617904E1,-6.564436555E-1,-5.845134258E-1,1.990091205E-1
2.417624004E1,-7.012042403E-1,-6.002481580E-1,2.500105202E-1
2.418630004E1,-7.352933884E-1,-6.325956583E-1,2.639465332E-1
2.419636104E1,-7.473295927E-1,-6.714032888E-1,2.458308786E-1
2.420642204E1,-7.341724634E-1,-6.923395991E-1,2.208393812E-1
2.421648304E1,-7.060042620E-1,-6.718550920E-1,2.166568935E-1
2.422654304E1,-6.841574311E-1,-6.039893627E-1,2.109260857E-1
2.423660404E1,-6.820428371E-1,-4.908793271E-1,1.541384310E-1
2.424666504E1,-6.419402957E-1,-3.379836380E-1,4.258619249E-2
2.425672504E1,-4.977466464E-1,-1.224886328E-1,-1.075857356E-1
2.426678604E1,-2.508703172E-1,1.032035202E-1,-2.615736425E-1
2.427684704E1,2.056330815E-2,2.748967111E-1,-3.705627024E-1
2.428690804E1,2.796087563E-1,3.231341243E-1,-3.982902765E-1
2.429696804E1,4.693802893E-1,2.370263934E-1,-3.324153721E-1
2.430702904E1,5.174797177E-1,9.417376667E-2,-2.255919427E-1
2.431709004E1,4.296292067E-1,-1.393060014E-2,-1.289884299E-1
2.432715004E1,2.610375285E-1,-5.239101127E-2,-8.169081807E-2
2.433721104E1,8.281693608E-2,3.437530994E-2,-8.451909572E-2
2.434727204E1,-1.826522499E-2,2.279413790E-1,-1.294468790E-1
2.435733204E1,-1.575253345E-2,3.942659199E-1,-1.742854565E-1
2.436739304E1,-1.109970966E-3,4.773409367E-1,-1.601922363E-1
2.437745404E1,-1.217247546E-2,4.740594029E-1,-1.249066815E-1
2.438751504E1,-8.641023189E-2,4.208391011E-1,-8.636780083E-2
2.439757504E1,-2.214668691E-1,2.891710997E-1,-7.465068996E-2
2.440763604E1,-4.027242362E-1,1.517207474E-1,-9.918098897E-2
2.441769704E1,-5.227627158E-1,4.616635293E-2,-1.530146599E-1
2.442775704E1,-5.381398797E-1,-1.786460541E-2,-2.439348251E-1
2.443781804E1,-4.577414095E-1,-3.917362168E-2,-3.508527279E-1
2.444787904E1,-2.802440226E-1,1.172158681E-2,-4.514464140E-1
2.445794004E1,-2.298161387E-2,9.878378361E-2,-5.332909226E-1
2.446800004E1,2.497755736E-1,1.693603247E-1,-5.832737088E-1
2.447806104E1,4.455043674E-1,1.785362512E-1,-5.994777083E-1
2.448812204E1,5.399331450E-1,1.249366105E-1,-5.817024112E-1
2.449818204E1,5.618983507E-1,3.865233064E-2,-5.461899638E-1
2.450824279E1,5.182000995E-1,-5.755233392E-2,-4.863168895E-1
2.451830379E1,4.232424498E-1,-1.385220289E-1,-4.087515473E-1
2.452836479E1,2.830759585E-1,-1.851313561E-1,-3.173243403E-1
2.453842479E1,1.097076386E-1,-1.839025766E-1,-2.151476443E-1
2.454848579E1,-7.160678506E-2,-1.249533892E-1,-1.015121266E-1
2.455854679E1,-2.225819230E-1,-1.013972238E-2,1.575324684E-2
2.456860679E1,-3.050828576E-1,1.043913513E-1,1.443635970E-1
2.457866779E1,-3.419553936E-1,1.705128402E-1,2.612518668E-1
2.458872879E1,-3.903625309E-1,1.705011129E-1,3.639594316E-1
2.459878879E1,-5.115267634E-1,1.068289280E-1,4.581213593E-1
2.460884979E1,-7.113820910E-1,-1.585724950E-2,5.411726236E-1
2.461891079E1,-9.451692700E-1,-1.664076149E-1,6.182466149E-1
2.462897179E1,-1.176978707E0,-3.629366457E-1,7.393890023E-1
2.463903179E1,-1.448137760E0,-6.277893186E-1,9.452833533E-1
2.464909279E1,-1.865975976E0,-8.688341379E-1,1.213318229E0
2.465915379E1,-2.464351416E0,-1.021991968E0,1.491945267E0
2.466921379E1,-3.155678511E0,-1.129569769E0,1.737740278E0
2.467927479E1,-3.722882271E0,-1.139185667E0,1.878529549E0
2.468933579E1,-3.959838390E0,-1.054533720E0,1.888625741E0
2.469939679E1,-3.832826376E0,-8.425807357E-1,1.797709942E0
2.470945679E1,-3.412750721E0,-5.674080849E-1,1.627959371E0
2.471951779E1,-2.777865648E0,-2.973696589E-1,1.405942917E0
2.472957879E1,-2.032911062E0,-6.452450901E-2,1.224406838E0
2.473963879E1,-1.355816960E0,7.847872376E-2,1.072175980E0
2.474969979E1,-8.755247593E-1,1.048395634E-1,9.511213303E-1
2.475976079E1,-6.453879476E-1,5.959298834E-2,8.511673212E-1
2.476982179E1,-6.159055829E-1,7.379920222E-3,7.456129789E-1
2.477988179E1,-6.857174039E-1,-2.855837345E-2,6.477559209E-1
2.478994279E1,-7.763362527E-1,-3.885117918E-2,5.243777037E-1
2.480000379E1,-8.766263723E-1,5.100029986E-3,4.029939771E-1
2.481006379E1,-9.608971477E-1,5.666578934E-2,3.183598518E-1
2.482012479E1,-1.013852239E0,9.058939666E-2,2.525621951E-1
2.483018579E1,-1.051346064E0,8.302708715E-2,2.189834863E-1
2.484024579E1,-1.076424479E0,4.005884752E-2,2.313589156E-1
2.485030679E1,-1.091771960E0,-8.053952456E-2,3.188971579E-1
2.486036779E1,-1.126120567E0,-2.564098835E-1,4.098483622E-1
2.487042879E1,-1.215196252E0,-4.746311903E-1,4.594402909E-1
2.488048879E1,-1.330472469E0,-6.600406766E-1,4.553555250E-1
2.489054979E1,-1.419358253E0,-7.670809627E-1,4.157564044E-1
2.490061079E1,-1.445575237E0,-7.746490836E-1,3.204440176E-1
2.491067079E1,-1.426708221E0,-7.441961169E-1,1.733444929E-1
2.492073179E1,-1.395078897E0,-7.606653571E-1,8.698022924E-3
2.493079279E1,-1.285963893E0,-8.658998609E-1,-1.014684141E-1
2.494085279E1,-1.090643406E0,-9.649689198E-1,-1.500745565E-1
2.495091379E1,-8.749918938E-1,-1.037925005E0,-2.026047111E-1
2.496097479E1,-6.767405868E-1,-1.000105977E0,-2.380601764E-1
2.497103579E1,-5.056760907E-1,-8.807417750E-1,-2.966943085E-1
2.498109579E1,-3.951519430E-1,-6.939865351E-1,-3.679578602E-1
2.499115679E1,-3.547044396E-1,-4.984637201E-1,-3.794988692E-1
2.500121779E1,-3.834852278E-1,-3.218929470E-1,-3.478107154E-1
2.501127779E1,-4.720966518E-1,-2.105804831E-1,-3.183135986E-1
2.502133879E1,-5.673539042E-1,-1.672969162E-1,-3.113028407E-1
2.503139979E1,-6.308557987E-1,-1.414381117E-1,-3.341481090E-1
2.504146079E1,-6.302410960E-1,-1.139652133E-1,-3.739024401E-1
2.505152079E1,-5.884891748E-1,-1.225364953E-1,-4.288912714E-1
2.506158179E1,-5.214232802E-1,-1.758537740E-1,-4.764097929E-1
2.507164279E1,-4.138849378E-1,-1.927347183E-1,-4.990577400E-1
2.508170279E1,-2.795172930E-1,-1.747599840E-1,-4.825621247E-1
2.509176379E1,-1.668343991E-1,-1.068098545E-1,-4.360669255E-1
2.510182479E1,-6.965511292E-2,2.061521262E-2,-3.473855257E-1
2.511188479E1,3.642263636E-2,1.403667331E-1,-2.499072403E-1
2.512194579E1,1.545191854E-1,2.698450983E-1,-1.919520646E-1
2.513200679E1,2.716851830E-1,3.569304049E-1,-1.112141833E-1
2.514206779E1,3.459405005E-1,3.972559869E-1,2.225832315E-3
2.515212779E1,3.576978147E-1,4.025646150E-1,1.007457823E-1
2.516218879E1,3.106751740E-1,3.651807606E-1,1.968291700E-1
2.517224979E1,1.977116764E-1,2.683558166E-1,2.845729291E-1
2.518230979E1,3.976704925E-2,1.343532503E-1,3.566857278E-1
2.519237079E1,-1.342085004E-1,1.311823353E-2,4.188817739E-1
2.520243179E1,-2.700819075E-1,-9.216211736E-2,4.877351224E-1
2.521249279E1,-3.293324113E-1,-1.168213487E-1,5.191799998E-1
2.522255279E1,-3.142980635E-1,-9.111785144E-2,5.108560324E-1
2.523261379E1,-2.413547337E-1,-7.949715108E-2,4.848842919E-1
2.524267479E1,-1.315398216E-1,-1.208922565E-1,5.123196244E-1
2.525273479E1,-3.277722374E-2,-2.369543910E-1,5.342626572E-1
2.526279579E1,3.735233098E-2,-3.461016417E-1,5.413067341E-1
2.527285679E1,6.906036288E-2,-4.088512361E-1,5.368574858E-1
2.528291679E1,6.585019082E-2,-4.598560929E-1,5.431572199E-1
2.529297779E1,2.354308218E-2,-5.371624231E-1,5.685653687E-1
2.530303879E1,-3.029298596E-2,-6.319131851E-1,5.875622630E-1
2.531309979E1,-7.673594356E-2,-7.058445811E-1,5.932497978E-1
2.532315979E1,-1.234475225E-1,-7.123418450E-1,5.925123692E-1
2.533322079E1,-1.734216511E-1,-6.917847395E-1,5.644617081E-1
2.534328179E1,-2.061063498E-1,-6.579221487E-1,5.531323552E-1
2.535334179E1,-2.410899848E-1,-6.258158684E-1,5.441461205E-1
2.536340279E1,-2.598801851E-1,-6.111453176E-1,5.120382905E-1
2.537346379E1,-2.426309586E-1,-5.664570332E-1,4.761704803E-1
2.538352379E1,-2.158709913E-1,-4.958675802E-1,4.591672719E-1
2.539358479E1,-1.909447461E-1,-4.279673994E-1,4.656096995E-1
2.540364579E1,-1.317669004E-1,-4.066583812E-1,4.942850173E-1
2.541370679E1,-4.582963139E-2,-4.305357635E-1,5.190976858E-1
2.542376679E1,-1.151644508E-3,-4.765812755E-1,5.178433657E-1
2.543382779E1,7.225296926E-3,-5.147964358E-1,5.021848083E-1
2.544388879E1,-1.020003296E-2,-5.125671029E-1,4.948339462E-1
2.545394879E1,-4.831728339E-2,-4.538753033E-1,4.583852291E-1
2.546400979E1,-7.964591682E-2,-3.654423952E-1,3.961005509E-1
2.547407079E1,-6.655627489E-2,-2.708522677E-1,3.071132004E-1
2.548413079E1,-5.546181463E-3,-1.658068001E-1,2.114572525E-1
2.549419179E1,1.002735421E-1,-4.977583885E-2,1.320526302E-1
2.550425317E1,2.144360542E-1,-7.977259345E-3,6.015100703E-2
2.551431417E1,2.762109637E-1,2.982602268E-2,-3.925644327E-3
2.552437417E1,2.956517637E-1,5.622567236E-2,-4.740015045E-2
2.553443517E1,2.774715126E-1,8.721288294E-2,-6.765719503E-2
2.554449617E1,2.104655951E-1,1.464919299E-1,-6.244752184E-2
2.555455617E1,8.463116735E-2,2.385805547E-1,-3.264215216E-2
2.556461717E1,-4.471137002E-2,3.947983682E-1,-6.473134272E-3
2.557467817E1,-1.085713506E-1,6.662437320E-1,-2.429669537E-2
2.558473817E1,-4.749415070E-2,1.033925056E0,-1.066826507E-1
2.559479917E1,1.430787742E-1,1.460118771E0,-2.714195848E-1
2.560486017E1,4.821628332E-1,1.847829461E0,-5.498102307E-1
2.561492117E1,9.030359983E-1,2.185842037E0,-9.201087356E-1
2.562498117E1,1.304249167E0,2.305688858E0,-1.212361932E0
2.563504217E1,1.529543996E0,2.159077168E0,-1.340262890E0
2.564510317E1,1.478905797E0,1.756211996E0,-1.331763625E0
2.565516317E1,1.183072448E0,1.147179604E0,-1.228209257E0
2.566522417E1,7.466599345E-1,5.656139255E-1,-1.068757534E0
2.567528517E1,3.240355849E-1,6.195614114E-2,-8.757689595E-1
2.568534517E1,7.560450584E-3,-3.172870278E-1,-7.131100297E-1
2.569540617E1,-1.739236116E-1,-5.245643854E-1,-6.027266383E-1
2.570546717E1,-2.294547707E-1,-6.099098921E-1,-5.206741095E-1
2.571552817E1,-2.461139858E-1,-6.060225964E-1,-4.366599619E-1
2.572558817E1,-2.922910750E-1,-5.629728436E-1,-3.638541698E-1
2.573564917E1,-3.890922070E-1,-4.915977120E-1,-2.965403497E-1
2.574571017E1,-5.442346334E-1,-3.925635517E-1,-2.371681184E-1
2.575577017E1,-7.342943549E-1,-2.510402799E-1,-1.732589155E-1
2.576583117E1,-9.049307704E-1,-1.115367189E-1,-1.192433536E-1
2.577589217E1,-1.033851385E0,-2.248884365E-2,-5.930100009E-2
2.578595317E1,-1.116588116E0,2.952349000E-2,3.964155912E-2
2.579601317E1,-1.164388180E0,4.984281212E-2,1.622851491E-1
2.580607417E1,-1.224014759E0,2.571883425E-2,2.967228591E-1
2.581613517E1,-1.314136267E0,-5.593658984E-2,4.159178734E-1
2.582619517E1,-1.402473569E0,-1.531251967E-1,4.894211292E-1
2.583625617E1,-1.466452241E0,-2.580714226E-1,5.520505905E-1
2.584631717E1,-1.511020184E0,-3.506130576E-1,6.380355358E-1
2.585637717E1,-1.551208615E0,-4.400949776E-1,7.283918858E-1
2.586643817E1,-1.618692040E0,-4.987604320E-1,8.098620176E-1
2.587649917E1,-1.700770855E0,-5.319367647E-1,8.265374303E-1
2.588655917E1,-1.758227944E0,-5.589777231E-1,8.006333709E-1
2.589662017E1,-1.770871997E0,-5.592864752E-1,7.674726248E-1
2.590668117E1,-1.742071033E0,-5.391676426E-1,7.502545118E-1
2.591674217E1,-1.687845588E0,-5.356558561E-1,7.549160719E-1
2.592680217E1,-1.616541862E0,-5.612898469E-1,8.010220528E-1
2.593686317E1,-1.571437240E0,-6.192395091E-1,8.670107722E-1
2.594692417E1,-1.586702943E0,-6.655532122E-1,9.212002754E-1
2.595698417E1,-1.627002478E0,-6.852847338E-1,9.303062558E-1
2.596704517E1,-1.678005695E0,-6.607716680E-1,8.820777535E-1
2.597710617E1,-1.709972858E0,-5.756849647E-1,7.916204333E-1
2.598716617E1,-1.698632002E0,-4.850365520E-1,7.009152770E-1
2.599722717E1,-1.630622506E0,-3.916304111E-1,6.348700523E-1
2.600728817E1,-1.576908350E0,-2.852213979E-1,6.025936007E-1
2.601734917E1,-1.539175630E0,-2.149744183E-1,5.935418606E-1
2.602740917E1,-1.517204046E0,-1.893231124E-1,6.032061577E-1
2.603747017E1,-1.518339872E0,-2.007367611E-1,5.891792178E-1
2.604753117E1,-1.547907114E0,-2.085243762E-1,5.366065502E-1
2.605759117E1,-1.570710063E0,-1.947440058E-1,4.510715902E-1
2.606765217E1,-1.553144574E0,-1.113665625E-1,3.275459409E-1
2.607771317E1,-1.454553604E0,-2.310452610E-2,1.755981743E-1
2.608777317E1,-1.301712871E0,5.396176130E-2,-1.958197355E-2
2.609783417E1,-1.096688390E0,1.676136702E-1,-2.102107257E-1
2.610789517E1,-8.276820183E-1,2.850170135E-1,-3.600572348E-1
2.611795617E1,-5.262568593E-1,3.526701033E-1,-4.649554491E-1
2.612801617E1,-2.667693794E-1,3.456047475E-1,-5.172865987E-1
2.613807717E1,-6.740890443E-2,2.661321759E-1,-5.308707952E-1
2.614813817E1,7.605584711E-2,1.715039611E-1,-5.093495250E-1
2.615819817E1,1.695808172E-1,5.852037668E-2,-4.607937932E-1
2.616825917E1,1.841634959E-1,-9.214183688E-2,-4.118265212E-1
2.617832017E1,1.116740033E-1,-2.363401353E-1,-3.670605123E-1
2.618838017E1,-9.044164792E-3,-3.458442390E-1,-3.361204267E-1
2.619844117E1,-1.618451476E-1,-4.217459857E-1,-3.186618388E-1
2.620850217E1,-3.282985687E-1,-4.188497961E-1,-2.840849459E-1
2.621856317E1,-5.296483040E-1,-3.309390545E-1,-1.956261992E-1
2.622862317E1,-7.352414131E-1,-1.940597892E-1,-8.578198403E-2
2.623868417E1,-9.054103494E-1,-6.266433001E-2,-3.753276542E-5
2.624874517E1,-1.011851788E0,2.406870201E-2,1.217416301E-1
2.625880517E1,-1.076221347E0,5.962271988E-2,2.537062168E-1
2.626886617E1,-1.150606871E0,1.112336200E-2,3.411149085E-1
2.627892717E1,-1.247001171E0,-1.113202199E-1,4.046234488E-1
2.628898717E1,-1.292083144E0,-2.332751602E-1,4.471213818E-1
