ID,label,time,acc_x_pk,acc_x_cn,acc_x_pw,acc_y_pk,acc_y_cn,acc_y_pw,acc_z_pk,acc_z_cn,acc_z_pw
0,stairs_up,55.0776253,-0.23796111539728648,0.03350992431030234,0.05350179900306541,-0.7169402027963354,-1.945786102024695,-0.09673103832011687,-0.7169402027963354,1.6169467453783006,-1.4698658428253393
1,stairs_up,55.2795067,-0.7169402027963354,-0.7582084862236964,0.10787859471912195,-0.7169402027963354,-1.5499268967576956,0.034641129132845144,-0.7169402027963354,1.2210875401113008,-1.4732801563886972
2,stairs_up,55.4813919,-0.7169402027963354,0.4293691295773021,0.8138801158486593,-0.23796111539728648,0.8252283348443011,0.9083543771503537,-0.7169402027963354,3.2003835664462983,-1.2308876577392505
3,stairs_up,55.6832771,-0.7169402027963354,0.03350992431030234,0.16153337968896636,-0.23796111539728648,-1.1540676914906962,0.14676263776666865,-0.23796111539728648,0.4293691295773021,-1.311106219600568
4,stairs_up,55.8851585,0.24101797200176253,-0.36234928095669705,0.20996375255190572,-0.23796111539728648,-1.5499268967576956,0.004384701182320107,-0.23796111539728648,0.4293691295773021,-1.4473133615803568
5,stairs_up,56.0870438,-0.23796111539728648,1.2210875401113008,0.7854662831948623,-0.7169402027963354,0.4293691295773021,0.6819632474153414,-0.23796111539728648,0.8252283348443011,-1.2694237975229736
6,stairs_up,56.2889252,-0.23796111539728648,-1.1540676914906962,0.11175323646615305,-0.7169402027963354,-1.1540676914906962,0.08393206035384981,-0.7169402027963354,0.8252283348443011,-1.2658610069383733
7,stairs_up,56.4908066,-0.7169402027963354,0.03350992431030234,0.006810836724722855,-0.7169402027963354,-1.5499268967576956,-0.09150981158598646,-0.7169402027963354,1.2210875401113008,-1.2736709960465
8,stairs_up,56.6926880,-0.7169402027963354,1.2210875401113008,0.8085393524170882,-0.23796111539728648,-0.36234928095669705,0.26721305422223873,-0.7169402027963354,0.8252283348443011,-1.239482198411342
9,stairs_up,56.8945732,0.7199970594008113,-1.1540676914906962,0.7033317188941269,-0.23796111539728648,-0.36234928095669705,0.2390116489469659,-0.23796111539728648,0.4293691295773021,-1.1279414899367441
10,stairs_up,57.0964584,-0.23796111539728648,-0.7582084862236964,0.04265147023331838,0.24101797200176253,-0.36234928095669705,0.0013673873392703682,-0.23796111539728648,0.03350992431030234,-1.3346159123709327
11,stairs_up,57.2983398,-0.23796111539728648,-1.1540676914906962,0.3421258264870542,-0.7169402027963354,-1.5499268967576956,-0.020975039567404066,-0.23796111539728648,-0.36234928095669705,-1.3984360457192444
12,stairs_up,57.5002251,0.7199970594008113,0.03350992431030234,0.7670873563921966,-0.7169402027963354,0.8252283348443011,0.5958438759214014,0.7199970594008113,1.6169467453783006,-0.9024732932776393
13,stairs_up,57.7021065,0.24101797200176253,-0.7582084862236964,0.3984492576288341,-0.7169402027963354,-1.5499268967576956,-0.17715309204571633,0.24101797200176253,1.2210875401113008,-1.252605620017258
14,stairs_up,57.9039879,0.24101797200176253,-1.1540676914906962,0.525521265401387,-0.7169402027963354,-1.5499268967576956,-0.36643907126854913,0.24101797200176253,0.8252283348443011,-1.04157422609337
15,stairs_up,58.1058693,0.7199970594008113,0.4293691295773021,1.176564171325169,-0.7169402027963354,1.2210875401113008,0.4575637610275949,-0.23796111539728648,0.4293691295773021,-1.1068835748754224
16,stairs_up,58.3077545,-0.23796111539728648,-1.5499268967576956,0.404388080745936,-0.23796111539728648,-0.36234928095669705,-0.06254242282637526,-0.23796111539728648,-0.36234928095669705,-1.4347152720190988
17,stairs_up,58.5096397,-0.23796111539728648,-0.7582084862236964,0.1948594127121484,0.24101797200176253,-0.36234928095669705,-0.2017154377401431,-0.23796111539728648,0.4293691295773021,-1.0630396866013472
18,stairs_up,58.7115211,0.7199970594008113,0.03350992431030234,1.1048642312661054,-0.23796111539728648,-0.7582084862236964,-0.08900723731581457,0.7199970594008113,0.8252283348443011,-0.9822642522020625
19,stairs_up,58.9134064,0.7199970594008113,-0.7582084862236964,0.8640706905806822,0.7199970594008113,-0.36234928095669705,0.037662630891849284,-0.7169402027963354,-0.36234928095669705,-1.0572049208039083
20,stairs_up,59.1152840,-0.7169402027963354,-1.5499268967576956,0.08216422699726054,-0.7169402027963354,-1.5499268967576956,-0.3953961232824335,-0.7169402027963354,-0.7582084862236964,-1.284597226661979
21,stairs_up,59.3171692,0.7199970594008113,0.03350992431030234,0.8455155854895703,-0.7169402027963354,-0.7582084862236964,0.02845421965566426,-0.23796111539728648,0.4293691295773021,-1.2249538758063365
22,stairs_up,59.5190506,0.7199970594008113,-1.1540676914906962,0.7366307664831803,0.7199970594008113,-0.7582084862236964,0.2571945783264184,-0.23796111539728648,0.4293691295773021,-0.9211426108290559
23,stairs_up,59.7209358,-0.7169402027963354,0.03350992431030234,0.3716666334959968,-0.23796111539728648,-1.5499268967576956,-0.24568792115694774,0.24101797200176253,0.8252283348443011,-1.1801525916646407
24,stairs_up,59.9228210,0.7199970594008113,0.03350992431030234,0.7824365646425809,-0.7169402027963354,-1.5499268967576956,-0.2920812095650018,0.7199970594008113,0.8252283348443011,-0.9563620358203304
25,stairs_up,60.1247025,0.7199970594008113,-0.36234928095669705,0.9060052358880868,0.7199970594008113,0.03350992431030234,0.2757843787468202,-0.23796111539728648,0.03350992431030234,-1.2061026862814634
26,stairs_up,60.3265839,-0.23796111539728648,-1.1540676914906962,0.3547527402051748,-0.7169402027963354,-1.5499268967576956,-0.178089821983158,-0.23796111539728648,1.2210875401113008,-1.298871604272149
27,stairs_up,60.5284653,-0.23796111539728648,-0.7582084862236964,0.21737359350328778,-0.7169402027963354,-1.1540676914906962,-0.0901813232800268,-0.23796111539728648,1.6169467453783006,-1.251644362051488
28,stairs_up,60.7303505,-0.7169402027963354,0.03350992431030234,0.8638924816048567,0.7199970594008113,0.8252283348443011,0.5075145955782389,-0.7169402027963354,1.6169467453783006,-1.031282059098442
29,stairs_up,60.9322319,-0.7169402027963354,0.03350992431030234,0.4763276741995288,-0.23796111539728648,-1.1540676914906962,-0.021748405211248503,-0.7169402027963354,0.4293691295773021,-1.2774338071926303
30,stairs_up,61.1341171,-0.7169402027963354,0.03350992431030234,0.29821084822310157,-0.23796111539728648,-1.5499268967576956,-0.3537462609156264,0.24101797200176253,0.8252283348443011,-1.2570380330981432
31,stairs_up,61.3360023,-0.7169402027963354,2.4086651559122996,1.334660474284245,0.7199970594008113,0.4293691295773021,0.5694723977899457,-0.23796111539728648,1.2210875401113008,-1.1928482368753286
32,stairs_up,61.5378838,-0.23796111539728648,-1.5499268967576956,0.21737445178469497,-0.7169402027963354,-1.1540676914906962,0.033219138281681354,-0.23796111539728648,0.4293691295773021,-1.3738647858672977
